0.5,306.131567
1,306.133644
1.5,306.169999
2,306.164805
2.5,306.139877
3,306.139877
3.5,306.14507
4,306.150264
4.5,306.141954
5,306.139877
5.5,306.141954
6,306.156496
6.5,306.14507
7,306.123257
7.5,306.133644
8,306.156496
8.5,306.148186
9,306.125335
9.5,306.14507
10,306.125335
10.5,306.150264
11,306.150264
11.5,306.158573
12,306.14507
12.5,306.133644
13,306.139877
13.5,306.14507
14,306.131567
14.5,306.14507
15,306.148186
15.5,306.14507
16,306.164805
16.5,306.14507
17,306.136761
17.5,306.15338
18,306.150264
18.5,306.148186
19,306.14507
19.5,306.139877
20,306.133644
20.5,306.148186
21,306.139877
21.5,306.150264
22,306.14507
22.5,306.161689
23,306.161689
23.5,306.158573
24,306.158573
24.5,306.156496
25,306.158573
25.5,306.141954
26,306.15338
26.5,306.150264
27,306.141954
27.5,306.15338
28,306.136761
28.5,306.131567
29,306.125335
29.5,306.136761
30,306.136761
30.5,306.133644
31,306.141954
31.5,306.139877
32,306.161689
32.5,306.131567
33,306.148186
33.5,306.166883
34,306.156496
34.5,306.133644
35,306.150264
35.5,306.14507
36,306.148186
36.5,306.156496
37,306.141954
37.5,306.14507
38,306.133644
38.5,306.128451
39,306.158573
39.5,306.141954
40,306.141954
40.5,306.150264
41,306.141954
41.5,306.158573
42,306.133644
42.5,306.136761
43,306.14507
43.5,306.156496
44,306.161689
44.5,306.173115
45,306.141954
45.5,306.164805
46,306.14507
46.5,306.131567
47,306.148186
47.5,306.136761
48,306.150264
48.5,306.139877
49,306.175192
49.5,306.14507
50,306.141954
50.5,306.148186
51,306.169999
51.5,306.158573
52,306.156496
52.5,306.14507
53,306.150264
53.5,306.161689
54,306.141954
54.5,306.150264
55,306.150264
55.5,306.148186
56,306.14507
56.5,306.160651
57,306.144031
57.5,306.137799
58,306.140915
58.5,306.135722
59,306.157535
59.5,306.162728
60,306.152341
60.5,306.144031
61,306.157535
61.5,306.135722
62,306.149225
62.5,306.132606
63,306.152341
63.5,306.149225
64,306.152341
64.5,306.154418
65,306.144031
65.5,306.149225
66,306.162728
66.5,306.174154
67,306.160651
67.5,306.160651
68,306.162728
68.5,306.160651
69,306.160651
69.5,306.162728
70,306.179347
70.5,306.165844
71,306.148186
71.5,306.175192
72,306.181425
72.5,306.164805
73,306.166883
73.5,306.161689
74,306.169999
74.5,306.156496
75,306.158573
75.5,306.181425
76,306.166883
76.5,306.158573
77,306.165844
77.5,306.165844
78,306.174154
78.5,306.174154
79,306.17727
79.5,306.185579
80,306.185579
80.5,306.17727
81,306.193889
81.5,306.17727
82,306.17727
82.5,306.185579
83,306.204276
83.5,306.202199
84,306.199083
84.5,306.187657
85,306.202199
85.5,306.187657
86,306.195966
86.5,306.182463
87,306.207392
87.5,306.191812
88,306.21674
88.5,306.200121
89,306.178309
89.5,306.21674
90,306.208431
90.5,306.198044
91,306.200121
91.5,306.191812
92,306.21674
92.5,306.191812
93,306.214663
93.5,306.204276
94,306.193889
94.5,306.199083
95,306.215702
95.5,306.214663
96,306.214663
96.5,306.214663
97,306.206353
97.5,306.203237
98,306.215702
98.5,306.218818
99,306.210508
99.5,306.232321
100,306.214663
100.5,306.21674
101,306.228166
101.5,306.21674
102,306.228166
102.5,306.21674
103,306.219857
103.5,306.228166
104,306.218818
104.5,306.215702
105,306.224011
105.5,306.240631
106,306.231282
106.5,306.23336
107,306.231282
107.5,306.236476
108,306.235437
108.5,306.252056
109,306.229205
109.5,306.224011
110,306.245824
110.5,306.24894
111,306.252056
111.5,306.25725
112,306.273869
112.5,306.237514
113,306.279062
113.5,306.25725
114,306.279062
114.5,306.282179
115,306.265559
115.5,306.285295
116,306.285295
116.5,306.287372
117,306.287372
117.5,306.295682
118,306.290488
118.5,306.303991
119,306.285295
119.5,306.285295
120,306.309185
120.5,306.32061
121,306.303991
121.5,306.307107
122,306.292566
122.5,306.340346
123,306.315417
123.5,306.340346
124,306.315417
124.5,306.332036
125,306.323727
125.5,306.332036
126,306.342423
126.5,306.317494
127,306.359042
127.5,306.362158
128,306.353849
128.5,306.340346
129,306.348655
129.5,306.372545
130,306.350733
130.5,306.372545
131,306.375662
131.5,306.370468
132,306.383971
132.5,306.375662
133,306.367352
133.5,306.395397
134,306.40059
134.5,306.359042
135,306.4089
135.5,306.412016
136,306.405784
136.5,306.397474
137,306.414093
137.5,306.40059
138,306.41721
138.5,306.412016
139,306.428635
139.5,306.395397
140,306.395397
140.5,306.41721
141,306.433829
141.5,306.413055
142,306.426558
142.5,306.4411
143,306.434867
143.5,306.4411
144,306.429674
144.5,306.449409
145,306.454603
145.5,306.446293
146,306.457719
146.5,306.466028
147,306.476415
147.5,306.466028
148,306.468106
148.5,306.471222
149,306.479532
149.5,306.474338
150,306.474338
150.5,306.476415
151,306.487841
151.5,306.484725
152,306.479532
152.5,306.489919
153,306.51277
153.5,306.496151
154,306.517963
154.5,306.51277
155,306.51277
155.5,306.496151
156,306.51277
156.5,306.523157
157,306.523157
157.5,306.537699
158,306.529389
158.5,306.534583
159,306.546008
159.5,306.562628
160,306.564705
160.5,306.559511
161,306.564705
161.5,306.564705
162,306.574053
162.5,306.555357
163,306.582363
163.5,306.571976
164,306.577169
164.5,306.593789
165,306.605214
165.5,306.598982
166,306.607292
166.5,306.602098
167,306.613524
167.5,306.618717
168,306.623911
168.5,306.618717
169,306.623911
169.5,306.623911
170,306.64884
170.5,306.64053
171,306.623911
171.5,306.635337
172,306.651956
172.5,306.668575
173,306.657149
173.5,306.685194
174,306.662343
174.5,306.670652
175,306.665459
175.5,306.670652
176,306.678962
176.5,306.685194
177,306.690388
177.5,306.690388
178,306.693504
178.5,306.698697
