Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,248.000000,248.949997,240.050003,241.800003,241.800003,415539
2023-01-27,242.149994,242.199997,230.000000,236.500000,236.500000,603138
2023-01-30,237.250000,241.149994,226.899994,229.550003,229.550003,616187
2023-01-31,229.800003,239.750000,229.500000,238.350006,238.350006,575505
2023-02-01,240.000000,248.850006,231.000000,235.199997,235.199997,950636
2023-02-02,235.000000,238.800003,224.500000,225.500000,225.500000,705234
2023-02-03,226.199997,228.199997,216.699997,220.649994,220.649994,671776
2023-02-06,221.750000,228.800003,221.149994,224.899994,224.899994,438693
2023-02-07,224.800003,228.300003,219.100006,220.449997,220.449997,421057
2023-02-08,221.500000,225.850006,219.149994,224.000000,224.000000,430606
2023-02-09,225.949997,238.699997,224.000000,236.350006,236.350006,1309389
2023-02-10,235.600006,236.000000,228.300003,229.949997,229.949997,483581
