Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,38.049999,38.049999,36.900002,37.099998,37.099998,4416531
2023-01-27,37.099998,37.450001,35.200001,35.700001,35.700001,5425287
2023-01-30,35.500000,36.599998,35.150002,35.849998,35.849998,4363086
2023-01-31,36.000000,37.000000,35.799999,36.599998,36.599998,5201033
2023-02-01,37.000000,37.799999,35.200001,35.849998,35.849998,6149236
2023-02-02,35.849998,36.500000,33.849998,34.500000,34.500000,5833967
2023-02-03,34.799999,35.250000,33.650002,34.900002,34.900002,7122070
2023-02-06,35.099998,35.400002,34.650002,34.900002,34.900002,3473435
2023-02-07,35.000000,35.299999,34.299999,34.400002,34.400002,3972146
2023-02-08,34.599998,35.299999,34.450001,35.099998,35.099998,2855538
2023-02-09,35.299999,35.400002,34.700001,34.900002,34.900002,2966635
2023-02-10,34.849998,35.599998,34.700001,34.900002,34.900002,2883769
