Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,170.600006,170.600006,164.100006,165.550003,165.550003,409782
2023-01-27,166.399994,166.399994,155.550003,158.699997,158.699997,728179
2023-01-30,158.699997,162.550003,157.500000,159.449997,159.449997,414316
2023-01-31,158.600006,162.949997,155.300003,157.000000,157.000000,582792
2023-02-01,158.449997,164.600006,152.000000,154.250000,154.250000,1829342
2023-02-02,154.250000,162.699997,153.550003,160.399994,160.399994,1088782
2023-02-03,160.399994,160.800003,154.149994,157.149994,157.149994,638472
2023-02-06,157.100006,160.000000,155.949997,159.050003,159.050003,209736
2023-02-07,159.600006,159.600006,155.699997,156.500000,156.500000,156569
2023-02-08,156.149994,159.699997,155.500000,158.649994,158.649994,286330
2023-02-09,159.000000,159.300003,156.949997,158.399994,158.399994,280652
2023-02-10,158.250000,160.000000,156.500000,157.050003,157.050003,269925
