Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,504.000000,505.899994,495.500000,500.200012,500.200012,161911
2023-01-27,499.000000,504.399994,485.350006,488.700012,488.700012,165570
2023-01-30,488.700012,494.549988,464.149994,477.750000,477.750000,270323
2023-01-31,479.000000,493.500000,477.000000,491.450012,491.450012,941201
2023-02-01,494.899994,514.250000,482.250000,487.049988,487.049988,404084
2023-02-02,489.500000,509.000000,483.000000,495.450012,495.450012,176008
2023-02-03,497.950012,505.899994,484.000000,500.399994,500.399994,249599
2023-02-06,501.000000,508.000000,500.100006,506.250000,506.250000,122009
2023-02-07,506.500000,517.900024,505.950012,512.500000,512.500000,485664
2023-02-08,513.950012,518.450012,506.649994,508.899994,508.899994,148196
2023-02-09,512.599976,512.599976,503.350006,506.149994,506.149994,139204
2023-02-10,504.299988,511.549988,504.299988,509.100006,509.100006,75411
