Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,227.800003,228.000000,223.750000,226.149994,220.745865,3855827
2023-01-27,227.000000,227.649994,219.300003,222.399994,217.085480,6171667
2023-01-30,222.399994,226.800003,220.750000,225.850006,220.453049,6172517
2023-01-31,225.000000,228.350006,223.899994,224.850006,219.476944,7424552
2023-02-01,228.000000,228.000000,214.149994,220.649994,215.377289,24008324
2023-02-02,221.000000,221.699997,217.000000,217.649994,212.448990,6806578
2023-02-03,218.000000,220.699997,214.600006,218.899994,213.669113,8776614
2023-02-06,219.199997,220.350006,215.649994,219.600006,214.352402,5742881
2023-02-07,219.600006,221.149994,217.000000,219.699997,214.449997,4907167
2023-02-08,214.750000,217.149994,214.149994,215.500000,215.500000,6316867
2023-02-09,216.000000,216.800003,213.199997,214.550003,214.550003,4383159
2023-02-10,214.000000,214.399994,210.949997,211.500000,211.500000,4954439
