Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,449.000000,451.899994,443.000000,446.299988,446.299988,63332
2023-01-27,449.850006,452.850006,427.399994,432.000000,432.000000,113241
2023-01-30,433.000000,449.899994,426.350006,440.500000,440.500000,142725
2023-01-31,441.649994,446.500000,439.549988,441.950012,441.950012,63037
2023-02-01,440.149994,454.100006,426.549988,432.049988,432.049988,132270
2023-02-02,415.000000,453.299988,415.000000,433.799988,433.799988,190941
2023-02-03,436.200012,448.000000,425.100006,434.299988,434.299988,88912
2023-02-06,437.200012,438.700012,423.799988,427.299988,427.299988,42138
2023-02-07,432.700012,442.950012,426.000000,439.600006,439.600006,86324
2023-02-08,435.049988,445.700012,430.000000,434.200012,434.200012,93179
2023-02-09,437.200012,437.899994,432.000000,433.799988,433.799988,64837
2023-02-10,436.200012,441.899994,430.000000,430.700012,430.700012,183494
