Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,671.000000,674.400024,661.000000,663.900024,663.900024,152320
2023-01-27,667.250000,678.500000,639.000000,646.650024,646.650024,219708
2023-01-30,647.650024,657.950012,625.150024,628.650024,628.650024,199313
2023-01-31,631.099976,652.000000,625.000000,646.799988,646.799988,230607
2023-02-01,654.700012,664.599976,631.000000,637.400024,637.400024,164655
2023-02-02,636.250000,654.700012,630.000000,634.549988,634.549988,166907
2023-02-03,637.400024,640.450012,616.000000,623.500000,623.500000,172228
2023-02-06,626.000000,634.950012,616.000000,618.750000,618.750000,159274
2023-02-07,621.849976,627.650024,609.000000,611.049988,611.049988,147526
2023-02-08,612.400024,622.000000,606.250000,613.950012,613.950012,154645
2023-02-09,616.000000,638.250000,611.099976,627.099976,627.099976,253692
2023-02-10,625.000000,638.650024,622.000000,632.349976,632.349976,138128
