Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,934.000000,946.549988,923.000000,941.450012,939.991394,62810
2023-01-27,941.450012,950.000000,915.549988,938.200012,936.746399,152147
2023-01-30,949.900024,973.049988,945.000000,965.549988,964.054016,278608
2023-01-31,975.000000,982.799988,954.349976,972.900024,971.392639,195991
2023-02-01,975.000000,992.500000,960.849976,975.400024,973.888794,156964
2023-02-02,969.000000,985.000000,957.200012,972.849976,971.342651,83159
2023-02-03,967.000000,994.950012,967.000000,991.450012,989.913879,519903
2023-02-06,1005.000000,1019.700012,996.000000,999.049988,997.502075,100564
2023-02-07,1004.049988,1015.000000,999.650024,1009.099976,1007.536499,138685
2023-02-08,1014.000000,1014.000000,979.500000,1007.700012,1006.138733,94104
2023-02-09,1010.000000,1010.000000,961.049988,968.150024,966.650024,69296
2023-02-10,962.599976,1021.900024,962.599976,1011.799988,1011.799988,507296
