Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,30.200001,30.500000,29.350000,29.750000,29.750000,6733783
2023-01-27,29.850000,30.100000,28.299999,28.549999,28.549999,7006270
2023-01-30,28.299999,29.549999,27.450001,28.750000,28.750000,6696507
2023-01-31,28.950001,30.150000,28.549999,30.049999,30.049999,7860297
2023-02-01,30.450001,30.600000,28.549999,28.799999,28.799999,7734955
2023-02-02,28.400000,29.049999,27.700001,28.100000,28.100000,5605793
2023-02-03,28.549999,28.799999,26.700001,27.850000,27.850000,9365004
2023-02-06,28.000000,28.299999,27.450001,27.600000,27.600000,5548276
2023-02-07,27.750000,27.900000,26.850000,27.100000,27.100000,5194089
2023-02-08,27.200001,27.799999,27.049999,27.549999,27.549999,5733558
2023-02-09,27.600000,27.650000,27.000000,27.250000,27.250000,3363221
2023-02-10,27.100000,28.850000,27.000000,27.799999,27.799999,8539517
