Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,85.800003,85.949997,81.300003,83.000000,83.000000,8371052
2023-01-27,83.650002,84.000000,78.099998,81.599998,81.599998,12611270
2023-01-30,81.500000,83.750000,80.000000,81.500000,81.500000,6082205
2023-01-31,81.550003,86.000000,81.500000,85.750000,85.750000,10491813
2023-02-01,86.949997,89.900002,81.800003,84.349998,84.349998,18129361
2023-02-02,87.000000,89.599998,85.800003,88.900002,88.900002,52283646
2023-02-03,89.599998,90.900002,86.949997,88.550003,88.550003,22085317
2023-02-06,90.000000,92.400002,88.949997,91.550003,91.550003,26414939
2023-02-07,92.150002,92.150002,90.099998,90.949997,90.949997,17110001
2023-02-08,90.250000,91.800003,90.250000,91.599998,91.599998,20735347
2023-02-09,91.849998,91.900002,90.500000,91.099998,91.099998,19109528
2023-02-10,91.099998,91.250000,89.300003,90.800003,90.800003,26916103
