Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,321.000000,324.350006,317.000000,322.299988,322.299988,3455839
2023-01-27,323.500000,323.500000,304.899994,308.299988,308.299988,3650520
2023-01-30,307.149994,315.450012,306.799988,311.850006,311.850006,4045915
2023-01-31,313.399994,324.000000,313.200012,321.200012,321.200012,3528721
2023-02-01,322.299988,336.399994,321.350006,329.450012,329.450012,8286501
2023-02-02,329.950012,337.000000,326.250000,331.450012,331.450012,3482811
2023-02-03,335.000000,343.049988,319.450012,330.200012,330.200012,8825502
2023-02-06,330.200012,340.000000,327.299988,338.299988,338.299988,3947224
2023-02-07,339.850006,339.850006,325.100006,328.100006,328.100006,4209719
2023-02-08,329.750000,333.700012,327.649994,332.649994,332.649994,1835770
2023-02-09,332.649994,337.000000,331.299988,333.450012,333.450012,2196089
2023-02-10,333.399994,335.500000,327.600006,330.149994,330.149994,1284465
