Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,55.450001,55.549999,53.150002,53.700001,53.700001,83514024
2023-01-27,53.750000,54.349998,50.049999,50.799999,50.799999,111244364
2023-01-30,51.099998,53.250000,49.099998,50.700001,50.700001,148179904
2023-01-31,51.000000,54.000000,50.549999,53.549999,53.549999,114490184
2023-02-01,54.250000,54.400002,48.299999,50.299999,50.299999,159606635
2023-02-02,50.000000,52.250000,48.599998,50.799999,50.799999,121217105
2023-02-03,51.250000,52.299999,49.200001,51.799999,51.799999,114130816
2023-02-06,51.900002,52.299999,51.099998,51.400002,51.400002,57728571
2023-02-07,51.549999,52.099998,50.700001,51.299999,51.299999,54786770
2023-02-08,51.650002,52.000000,51.150002,51.599998,51.599998,43092026
2023-02-09,51.549999,51.549999,50.349998,51.000000,51.000000,48710526
2023-02-10,50.799999,52.650002,50.549999,51.250000,51.250000,56528450
