Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,470.000000,493.000000,466.600006,477.000000,473.127075,992261
2023-01-27,479.399994,481.399994,454.200012,460.549988,456.810638,594901
2023-01-30,461.149994,474.000000,461.149994,470.000000,466.183899,329386
2023-01-31,473.899994,521.250000,466.000000,513.349976,509.181915,1720014
2023-02-01,511.750000,534.900024,499.049988,519.900024,515.678772,1736759
2023-02-02,505.250000,538.000000,496.750000,519.750000,515.529968,2318567
2023-02-03,511.049988,530.000000,501.549988,506.950012,502.833923,538938
2023-02-06,508.399994,515.950012,489.049988,492.649994,488.649994,559450
2023-02-07,492.399994,492.399994,472.600006,477.450012,477.450012,599954
2023-02-08,480.799988,494.200012,470.549988,486.850006,486.850006,542040
2023-02-09,489.649994,489.649994,476.299988,479.450012,479.450012,382585
2023-02-10,478.000000,480.799988,469.000000,471.750000,471.750000,344216
