Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,987.400024,997.450012,972.000000,994.250000,994.250000,48161
2023-01-27,994.250000,1003.299988,974.049988,998.299988,998.299988,75594
2023-01-30,999.000000,1018.000000,973.250000,987.750000,987.750000,85426
2023-01-31,992.650024,1014.299988,978.250000,985.150024,985.150024,100798
2023-02-01,990.000000,1014.000000,966.450012,980.549988,980.549988,100227
2023-02-02,970.049988,995.000000,970.049988,978.799988,978.799988,48972
2023-02-03,978.799988,989.000000,962.000000,969.900024,969.900024,98373
2023-02-06,966.450012,982.000000,964.049988,973.500000,973.500000,165290
2023-02-07,973.500000,989.200012,964.049988,969.799988,969.799988,203585
2023-02-08,976.000000,1002.549988,965.349976,982.799988,982.799988,132664
2023-02-09,987.049988,996.400024,975.599976,980.750000,980.750000,44720
2023-02-10,984.900024,1005.000000,981.650024,1000.349976,1000.349976,83930
