Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,202.750000,203.100006,193.449997,194.649994,194.649994,3845201
2023-01-27,193.500000,196.899994,183.399994,189.750000,189.750000,4392712
2023-01-30,188.100006,196.300003,184.050003,188.149994,188.149994,3560906
2023-01-31,189.000000,194.800003,188.300003,193.300003,193.300003,3412844
2023-02-01,195.000000,202.949997,187.399994,193.850006,193.850006,4400562
2023-02-02,192.100006,198.300003,187.750000,192.350006,192.350006,3202033
2023-02-03,193.300003,194.100006,184.649994,192.250000,192.250000,6150185
2023-02-06,190.000000,192.850006,186.050003,188.399994,188.399994,3828366
2023-02-07,189.350006,190.949997,184.750000,188.000000,188.000000,2586135
2023-02-08,189.600006,194.750000,189.600006,193.300003,193.300003,6669546
2023-02-09,193.000000,193.449997,188.399994,192.350006,192.350006,3540659
2023-02-10,192.500000,201.000000,190.500000,197.899994,197.899994,3293303
