Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,4260.000000,4268.899902,4175.100098,4200.950195,4200.950195,294042
2023-01-27,4280.000000,4380.899902,4253.350098,4314.000000,4314.000000,956288
2023-01-30,4319.950195,4339.450195,4284.950195,4328.799805,4328.799805,374737
2023-01-31,4345.000000,4376.700195,4293.299805,4324.149902,4324.149902,631941
2023-02-01,4341.000000,4380.000000,4310.250000,4351.500000,4351.500000,405454
2023-02-02,4313.000000,4379.049805,4291.549805,4370.100098,4370.100098,389355
2023-02-03,4375.000000,4429.899902,4318.200195,4358.350098,4358.350098,374979
2023-02-06,4380.149902,4380.149902,4285.000000,4349.549805,4349.549805,303221
2023-02-07,4380.649902,4468.250000,4360.250000,4440.250000,4440.250000,597481
2023-02-08,4450.000000,4496.600098,4432.649902,4487.799805,4487.799805,239371
2023-02-09,4444.000000,4529.549805,4433.600098,4487.500000,4487.500000,410962
2023-02-10,4493.950195,4505.000000,4432.549805,4499.600098,4499.600098,137022
