Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,60.200001,60.500000,57.000000,58.200001,58.200001,8091221
2023-01-27,58.099998,58.950001,54.200001,56.549999,56.549999,6423078
2023-01-30,56.700001,58.700001,56.400002,57.849998,57.849998,5124830
2023-01-31,58.299999,60.599998,57.900002,60.299999,60.299999,6547252
2023-02-01,61.799999,62.400002,56.299999,57.700001,57.700001,13392150
2023-02-02,57.500000,60.150002,57.150002,58.349998,58.349998,3501498
2023-02-03,58.700001,58.799999,55.650002,57.200001,57.200001,3922101
2023-02-06,57.150002,58.000000,56.799999,57.049999,57.049999,2538397
2023-02-07,57.400002,57.849998,56.400002,56.750000,56.750000,2582141
2023-02-08,56.750000,58.799999,56.049999,57.750000,57.750000,3738697
2023-02-09,58.700001,58.799999,55.049999,55.400002,55.400002,10108958
2023-02-10,55.500000,56.299999,54.849998,55.150002,55.150002,4016319
