Date,Open,High,Low,Close,Adj Close,Volume
2023-01-25,1115.000000,1139.099976,1079.400024,1100.300049,1100.300049,47513
2023-01-27,1083.800049,1123.400024,1036.550049,1095.800049,1095.800049,68312
2023-01-30,1080.000000,1094.449951,1059.400024,1085.750000,1085.750000,32567
2023-01-31,1086.400024,1087.949951,1031.000000,1038.099976,1038.099976,90963
2023-02-01,1045.000000,1058.949951,1023.299988,1047.300049,1047.300049,83432
2023-02-02,1045.800049,1077.800049,1041.650024,1068.699951,1068.699951,24655
2023-02-03,1071.349976,1076.599976,1050.000000,1059.150024,1059.150024,29335
2023-02-06,1067.699951,1069.300049,995.000000,1001.650024,1001.650024,91197
2023-02-07,1001.650024,1039.500000,1001.650024,1021.549988,1021.549988,36626
2023-02-08,1010.000000,1065.000000,1010.000000,1052.449951,1052.449951,14239
2023-02-09,1049.050049,1049.050049,1012.000000,1016.200012,1016.200012,96548
2023-02-10,1010.000000,1016.950012,995.000000,998.799988,998.799988,71406
