Time,101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),109 (C),110 (C),111 (C),112 (C),113 (C),114 (C),115 (C),Temp,%RH
38.75,31.698174,31.718412,31.775561,31.94015,31.802434,31.785852,31.723378,31.910424,31.782834,28.302224,28.167201,27.481522,27.685474,28.861521,27.835554,27.2,22.622732
39,31.768867,31.783876,31.837033,31.976501,31.864738,31.829498,31.756633,31.918743,31.809845,28.372855,28.270052,27.469041,27.664708,28.841793,27.821016,27.2,22.737372
39.25,31.738719,31.753742,31.805776,31.955729,31.846046,31.818067,31.74728,31.927061,31.839973,28.277295,28.207718,27.508565,27.670937,28.764959,27.796094,27.2,22.737372
39.5,31.691937,31.750624,31.775561,31.950536,31.821125,31.80144,31.765986,31.915623,31.790106,28.202508,28.160968,27.45864,27.65121,28.83141,27.812709,27.1,22.720176
39.75,31.745996,31.745429,31.816195,31.967153,31.82424,31.809754,31.736888,31.915623,31.800495,28.24925,28.16824,27.420156,27.629405,28.701622,27.778442,27.1,22.720176
40,31.745996,31.777641,31.818278,31.988964,31.861622,31.823263,31.75975,31.929141,31.810884,28.35312,28.248236,27.447199,27.673014,28.609214,27.826208,27.1,22.720176
40.25,31.740798,31.75582,31.793273,31.94742,31.831509,31.818067,31.746241,31.926021,31.797378,28.334423,28.201485,27.45552,27.601371,28.703699,27.817901,27.1,22.834816
40.5,31.721046,31.727764,31.791189,31.939111,31.808664,31.784813,31.729614,31.889628,31.772445,28.212895,28.104867,27.438878,27.620061,28.735886,27.789864,27.1,22.834816
40.75,31.745996,31.779719,31.82453,31.978578,31.866814,31.820146,31.770142,31.947857,31.825429,28.244056,28.180707,27.471121,27.611754,28.72758,27.813747,27.1,22.949456
41,31.759511,31.788032,31.828697,31.968192,31.858507,31.844047,31.781574,31.944738,31.819195,28.198354,28.115256,27.479442,27.663669,28.746269,27.803363,27.1,22.949456
41.25,31.742877,31.749585,31.798482,31.943265,31.838778,31.822224,31.745202,31.922902,31.802573,28.241979,28.151618,27.446159,27.64498,28.87398,27.80544,27.1,22.949456
41.5,31.714808,31.746468,31.777644,31.925609,31.819048,31.800401,31.736888,31.911464,31.786989,28.16096,28.132918,27.415996,27.597218,28.569758,27.74729,27.1,23.064096
41.75,31.763669,31.795306,31.828697,31.981694,31.862661,31.829498,31.808593,31.957215,31.81504,28.153689,28.109023,27.473201,27.624214,28.784686,27.777403,27.1,23.178736
42,31.766788,31.759976,31.820362,31.953651,31.859546,31.810793,31.778456,31.965534,31.809845,28.186928,28.155773,27.420156,27.590988,28.608175,27.796094,27.1,23.178736
42.25,31.76159,31.762054,31.812027,31.973385,31.840854,31.807675,31.745202,31.921862,31.779717,28.244056,28.125645,27.398314,27.563992,28.731733,27.719253,27.1,23.178736
42.5,31.755352,31.769328,31.826614,31.982732,31.860584,31.832616,31.77326,31.966573,31.828545,28.148496,28.068506,27.443038,27.625252,28.719273,27.778442,27.1,23.178736
42.75,31.780303,31.814009,31.8412,31.994157,31.86993,31.854439,31.78573,31.962414,31.83374,28.216011,28.164085,27.433678,27.640827,28.805452,27.804402,27,23.27618
43,31.763669,31.775563,31.81932,31.975462,31.853315,31.843008,31.769103,31.945777,31.798417,28.147457,28.061234,27.422237,27.54115,28.725503,27.741059,27,23.39082
43.25,31.716887,31.737116,31.795357,31.972346,31.842931,31.829498,31.78677,31.945777,31.807767,28.123567,28.041494,27.4576,27.598256,28.705776,27.786749,27,23.50546
43.5,31.790699,31.81297,31.854745,32.010774,31.878237,31.880419,31.821063,31.953056,31.827507,28.221205,28.173435,27.45448,27.573337,28.705776,27.814786,27,23.50546
43.75,31.765748,31.802579,31.829739,31.996234,31.872006,31.836773,31.784691,31.950976,31.827507,28.168231,28.076817,27.471121,27.603448,28.642439,27.756635,27,23.6201
44,31.745996,31.762054,31.809943,31.971308,31.835662,31.808714,31.772221,31.940578,31.80569,28.251327,28.171357,27.516886,27.654325,28.555222,27.827246,27,23.84938
44.25,31.749115,31.779719,31.80265,31.971308,31.863699,31.830538,31.782613,31.966573,31.831662,28.365584,28.330309,27.749868,27.890019,28.78261,28.043234,27,24.07866
44.5,31.781342,31.806736,31.842242,31.987925,31.896928,31.841969,31.781574,31.966573,31.807767,28.659536,28.578606,28.123264,28.2067,28.959121,28.329832,27,24.53722
44.75,31.789659,31.798423,31.817237,31.981694,31.872006,31.841969,31.803397,31.958255,31.807767,28.669923,28.648212,28.195031,28.279381,29.019342,28.335024,27,25.45434
45,31.702333,31.731921,31.779728,31.959883,31.834624,31.819106,31.78677,32.014404,31.80569,28.636685,28.540166,27.956848,28.15167,28.93524,28.164726,27.1,28.910736
45.25,31.773026,31.807775,31.842242,31.94015,31.891736,31.854439,31.817946,31.959295,31.818156,28.460106,28.42381,27.709304,27.942972,28.962236,27.99339,27.1,41.291856
45.5,31.780303,31.815049,31.830781,31.99208,31.899005,31.835734,31.802358,31.963454,31.818156,28.30534,28.255508,27.503364,27.740503,28.817912,27.852168,27.3,55.885528
45.75,31.778224,31.793227,31.823488,31.994157,31.842931,31.812871,31.780534,31.93226,31.794262,28.124606,28.0363,27.373352,27.624214,28.571835,27.738982,27.5,49.844
46,31.689858,31.749585,31.763058,31.941188,31.841893,31.821185,31.78573,31.940578,31.795301,28.251327,28.129801,27.45864,27.649133,28.67878,27.788826,27.5,39.98496
46.25,31.799016,31.82544,31.854745,32.010774,31.901082,31.851322,31.832494,31.98425,31.820234,28.48088,28.384331,27.814354,27.882751,28.908244,28.096192,27.4,35.267524
46.5,31.81253,31.814009,31.86308,32.000388,31.889659,31.843008,31.807554,31.98217,31.820234,28.517234,28.447704,27.778991,27.940895,28.858406,28.027658,27.3,32.269688
46.75,31.722085,31.753742,31.793273,31.949497,31.838778,31.823263,31.804436,31.948897,31.822312,28.346888,28.31057,27.56265,27.766461,28.910321,27.85736,27.1,31.318176
47,31.743917,31.77868,31.80265,31.972346,31.878237,31.826381,31.815867,31.967613,31.825429,28.174463,28.084089,27.35151,27.588912,28.559375,27.679794,27.1,42.552896
47.25,31.81461,31.857652,31.843284,32.024276,31.900043,31.825342,31.834573,31.978011,31.825429,28.038394,27.956305,27.205896,27.493388,28.56249,27.599837,27.2,57.473292
47.5,31.776144,31.793227,31.84641,31.991041,31.865776,31.845086,31.822102,31.952016,31.822312,28.008271,28.011366,27.119567,27.439396,28.533418,27.514688,27.3,48.433928
47.75,31.70857,31.758937,31.803692,31.965076,31.860584,31.81495,31.809632,31.953056,31.791145,27.965685,27.912671,27.324467,27.493388,28.691239,27.768058,27.2,40.162652
48,31.806293,31.839987,31.881834,32.034662,31.920811,31.860674,31.861592,31.98633,31.834779,28.313649,28.263819,27.713464,27.826682,28.792993,27.998582,27.1,36.018416
48.25,31.828124,31.846222,31.867248,32.00662,31.899005,31.858596,31.844965,31.971772,31.799456,28.338578,28.27213,27.66146,27.843295,28.771188,27.905126,27,33.47914
48.5,31.764709,31.782836,31.806818,31.996234,31.880314,31.830538,31.814828,31.963454,31.804651,28.291837,28.243041,27.502324,27.747772,28.734848,27.846976,26.9,33.003384
48.75,31.715848,31.763094,31.792231,31.964037,31.842931,31.822224,31.806514,31.93018,31.812962,28.157844,28.104867,27.389993,27.622137,28.756652,27.693293,26.9,45.499144
49,31.805253,31.839987,31.869332,32.036739,31.922888,31.871066,31.852239,31.98217,31.81504,28.053974,27.970849,27.306785,27.544265,28.613367,27.705754,27,57.55354
49.25,31.810451,31.820244,31.864122,32.000388,31.887582,31.84093,31.835612,31.955136,31.788028,27.98542,27.882543,27.213176,27.461201,28.555222,27.627874,27.1,47.940976
49.5,31.726244,31.763094,31.821404,31.974423,31.861622,31.832616,31.832494,31.963454,31.81504,28.024891,27.955266,27.276622,27.497541,28.66009,27.590491,27.1,40.718656
49.75,31.70961,31.724647,31.774519,31.960922,31.853315,31.807675,31.813789,31.946817,31.803612,28.148496,28.110062,27.491923,27.657439,28.71512,27.833477,27,37.03298
50,31.829164,31.852456,31.84641,32.047125,31.916658,31.856518,31.865749,31.98425,31.817118,28.439332,28.370826,27.715545,27.847448,28.816874,27.98093,27,34.5109
50.25,31.796936,31.900255,31.818278,32.008697,31.889659,31.854439,31.833534,31.965534,31.816079,28.350004,28.257586,27.679141,27.854716,28.846984,27.908242,26.9,33.118024
50.5,31.730402,31.770367,31.806818,31.962999,31.868891,31.826381,31.824181,31.989449,31.795301,28.261714,28.220185,27.579292,27.796572,28.730695,27.815824,26.9,37.245064
50.75,31.752234,31.788032,31.815153,31.979616,31.859546,31.831577,31.81275,31.952016,31.801534,28.228476,28.187979,27.423277,27.68755,28.688124,27.778442,26.9,51.689704
51,31.826045,31.857652,31.856829,32.037778,31.913542,31.856518,31.861592,31.978011,31.814001,28.214973,28.176551,27.360871,27.689627,28.645554,27.665256,27.1,52.755856
51.25,31.777184,31.781797,31.818278,31.991041,31.884467,31.845086,31.8512,31.965534,31.806729,28.124606,28.113179,27.396234,27.556724,28.701622,27.652795,27.1,48.284896
51.5,31.747036,31.76725,31.808901,31.984809,31.862661,31.817028,31.829377,31.959295,31.785951,28.075787,28.012405,27.396234,27.691703,28.627903,27.682909,27.1,44.387136
51.75,31.71065,31.750624,31.787021,31.945343,31.829432,31.795205,31.804436,31.936419,31.769328,28.084097,28.042533,27.415996,27.678205,28.561452,27.654872,27,41.9625
52,31.828124,31.843104,31.883918,32.029469,31.907312,31.847165,31.86367,31.969693,31.799456,28.123567,28.063311,27.362951,27.597218,28.597792,27.653834,27,41.27466
52.25,31.776144,31.786993,31.804734,31.984809,31.873045,31.847165,31.853278,31.957215,31.792184,28.110064,28.087206,27.409755,27.580605,28.584294,27.624758,27,42.76498
52.5,31.729362,31.777641,31.794315,31.967153,31.854354,31.808714,31.850161,31.966573,31.784912,28.122528,28.066428,27.371272,27.567107,28.61129,27.613336,27,44.71386
52.75,31.717927,31.761015,31.789105,31.94742,31.85643,31.792087,31.820024,31.949937,31.784912,27.939717,27.896048,27.232938,27.478852,28.569758,27.560378,27,45.28706
53,31.808372,31.832713,31.845368,31.995195,31.903158,31.854439,31.8512,31.953056,31.781795,27.910634,27.874232,27.242299,27.438358,28.47112,27.530264,26.9,43.894184
53.25,31.759511,31.784915,31.813069,31.977539,31.875122,31.829498,31.849122,31.970733,31.795301,28.101754,28.088245,27.273502,27.529729,28.550031,27.593606,26.9,43.091704
53.5,31.744956,31.765172,31.779728,31.960922,31.875122,31.815989,31.852239,31.952016,31.784912,28.038394,28.035261,27.315106,27.513116,28.518882,27.570762,26.9,41.486744
53.75,31.714808,31.754781,31.771393,31.966115,31.858507,31.799362,31.822102,31.927061,31.74855,28.055013,28.016561,27.325507,27.566069,28.500192,27.595683,26.9,40.684264
54,31.821887,31.847261,31.853703,32.00662,31.901082,31.829498,31.865749,31.948897,31.774523,28.051897,28.007211,27.328627,27.521422,28.563528,27.619566,26.9,41.257464
54.25,31.771986,31.79011,31.798482,31.984809,31.874083,31.843008,31.876141,31.965534,31.780756,28.0654,28.035261,27.342149,27.58995,28.590524,27.652795,26.9,42.059944
54.5,31.744956,31.783876,31.790147,31.984809,31.863699,31.81495,31.846004,31.942658,31.775562,28.060206,27.9989,27.322387,27.556724,28.56249,27.60399,26.9,43.779544
54.75,31.738719,31.774524,31.789105,31.958844,31.852277,31.78793,31.842886,31.911464,31.754784,28.04151,27.981238,27.287023,27.609678,28.456584,27.589453,26.9,43.435624
55,31.807332,31.823361,31.847452,32.023238,31.899005,31.831577,31.87718,31.955136,31.785951,28.042549,28.020716,27.323427,27.549456,28.478388,27.569723,26.9,42.633144
55.25,31.771986,31.797384,31.815153,31.976501,31.884467,31.850282,31.859514,31.953056,31.772445,27.998923,27.937604,27.360871,27.556724,28.489809,27.608144,26.9,42.518504
55.5,31.738719,31.783876,31.790147,31.956767,31.870968,31.806636,31.831455,31.93434,31.769328,28.007233,27.973966,27.327587,27.570222,28.479426,27.599837,26.9,42.059944
55.75,31.724164,31.753742,31.775561,31.943265,31.84397,31.790009,31.821063,31.917703,31.69245,28.047742,27.962538,27.316146,27.506886,28.484618,27.589453,26.9,40.798904
56,31.779263,31.807775,31.809943,31.976501,31.885506,31.825342,31.853278,31.922902,31.794262,28.051897,27.97916,27.287023,27.529729,28.456584,27.527149,26.9,40.684264
56.25,31.765748,31.777641,31.80265,31.986887,31.87616,31.850282,31.875102,31.938499,31.768289,28.058129,27.999938,27.296384,27.544265,28.498116,27.588414,26.9,41.945304
56.5,31.742877,31.774524,31.79744,31.964037,31.884467,31.810793,31.828338,31.921862,31.7579,28.006194,27.879426,27.263101,27.500656,28.448277,27.516765,26.9,42.289224
56.75,31.729362,31.766211,31.78598,31.953651,31.846046,31.786891,31.814828,31.903146,31.766211,27.93764,27.903321,27.232938,27.467431,28.406745,27.486651,26.9,41.945304
57,31.759511,31.788032,31.795357,31.962999,31.863699,31.802479,31.853278,31.976971,31.751667,28.015542,27.966694,27.222537,27.493388,28.428549,27.47419,26.9,41.486744
57.25,31.764709,31.804658,31.796399,31.96923,31.891736,31.844047,31.852239,31.893787,31.781795,27.999962,27.963577,27.290144,27.519346,28.500192,27.532341,26.8,41.010988
57.5,31.767828,31.779719,31.794315,31.972346,31.853315,31.810793,31.860553,31.833479,31.746472,27.955298,27.89501,27.24854,27.43109,28.430626,27.538571,26.8,41.469548
57.75,31.728323,31.763094,31.774519,31.952613,31.85643,31.802479,31.843926,31.910424,31.746472,27.826499,27.815014,27.185094,27.400979,28.387017,27.488728,26.8,42.157388
58,31.676343,31.72153,31.739094,31.927686,31.833586,31.774421,31.843926,31.907305,31.732967,27.933485,27.892932,27.204856,27.434205,28.449315,27.485613,26.8,41.928108
58.25,31.771986,31.800501,31.804734,31.979616,31.872006,31.806636,31.849122,31.937459,31.772445,28.035278,27.905399,27.275582,27.47989,28.414013,27.482498,26.8,42.157388
58.5,31.755352,31.800501,31.793273,31.946381,31.852277,31.793126,31.907317,31.912504,31.762056,27.957375,27.880465,27.295344,27.466392,28.385979,27.509496,26.8,41.125628
58.75,31.738719,31.775563,31.776602,31.946381,31.858507,31.791048,31.840808,31.892748,31.717383,27.99373,27.91371,27.262061,27.474699,28.389094,27.507419,26.8,40.552428
59,31.646194,31.701787,31.710963,31.927686,31.799318,31.771303,31.828338,31.884429,31.737122,27.971917,27.899165,27.268302,27.464316,28.517843,27.530264,26.8,40.552428
59.25,31.747036,31.783876,31.790147,31.960922,31.889659,31.81495,31.865749,31.917703,31.763095,27.945949,27.883582,27.240219,27.464316,28.321605,27.515726,26.8,42.615948
59.5,31.757432,31.777641,31.798482,31.970269,31.857469,31.836773,31.839769,31.906265,31.758939,27.852466,27.785925,27.236059,27.451856,28.327834,27.456538,26.8,43.418428
59.75,31.738719,31.75582,31.770351,31.943265,31.84397,31.734931,31.836651,31.876111,31.719461,27.896092,27.857609,27.219417,27.435243,28.35483,27.434731,26.8,42.845228
60,31.666986,31.727764,31.723466,31.887181,31.820086,31.751558,31.814828,31.888588,31.724655,27.932446,27.882543,27.224617,27.402018,28.350677,27.457576,26.8,41.240268
60.25,31.732481,31.781797,31.774519,31.95469,31.855392,31.797283,31.854318,31.910424,31.750628,27.927253,27.851376,27.244379,27.425899,28.375596,27.468998,26.8,40.896348
60.5,31.754313,31.796345,31.78598,31.953651,31.862661,31.800401,31.847043,31.913544,31.721539,27.843118,27.768264,27.204856,27.392673,28.338217,27.450307,26.8,41.010988
60.75,31.729362,31.774524,31.767225,31.931841,31.787896,31.783774,31.833534,31.889628,31.716344,27.896092,27.85657,27.166372,27.420707,28.310183,27.423309,26.7,40.993792
61,31.666986,31.689317,31.706795,31.91003,31.891736,31.770264,31.840808,31.891708,31.72985,27.871163,27.773458,27.217337,27.399941,28.31226,27.471075,26.7,41.796272
61.25,31.721046,31.762054,31.772435,31.933918,31.849162,31.785852,31.854318,31.884429,31.743356,27.898169,27.849298,27.198615,27.444588,28.341332,27.443038,26.7,41.337712
61.5,31.756392,31.793227,31.769309,31.966115,31.866814,31.794166,31.850161,31.877151,31.715305,27.908556,27.82852,27.198615,27.427975,28.370405,27.430578,26.7,41.223072
61.75,31.723125,31.759976,31.752639,31.973385,31.840854,31.780656,31.839769,31.875071,31.702839,27.870124,27.816053,27.180933,27.38229,28.370405,27.406694,26.7,41.108432
62,31.674264,31.717373,31.726591,31.946381,31.815933,31.74948,31.83873,31.862593,31.714266,27.912711,27.816053,27.244379,27.404094,28.329911,27.464845,26.7,41.337712
62.25,31.690897,31.725686,31.722424,31.846676,31.807626,31.747402,31.849122,31.867792,31.704916,27.916866,27.811898,27.242299,27.469507,28.301877,27.486651,26.7,41.566992
62.5,31.747036,31.795306,31.788063,31.966115,31.841893,31.791048,31.843926,31.862593,31.742317,27.895053,27.893971,27.264141,27.449779,28.259307,27.504304,26.7,41.337712
62.75,31.651392,31.704904,31.732843,31.935995,31.834624,31.771303,31.853278,31.884429,31.728811,27.955298,27.885659,27.306785,27.489235,28.399477,27.530264,26.7,41.452352
63,31.643076,31.708021,31.757848,31.889258,31.826317,31.771303,31.841847,31.865713,31.7205,27.867008,27.810859,27.298465,27.502733,28.330949,27.510534,26.7,42.025552
63.25,31.651392,31.685161,31.763058,31.889258,31.807626,31.727657,31.814828,31.835559,31.684138,27.902324,27.852415,27.256861,27.472622,28.308107,27.472114,26.7,42.254832
63.5,31.676343,31.711139,31.72034,31.890297,31.821125,31.729735,31.829377,31.858434,31.7018,27.892976,27.845142,27.256861,27.459124,28.317451,27.485613,26.7,42.942672
63.75,31.673224,31.726725,31.709921,31.932879,31.828394,31.76195,31.860553,31.870912,31.722578,27.912711,27.846181,27.275582,27.458086,28.368328,27.463806,26.7,42.713392
64,31.65867,31.718412,31.706795,31.904837,31.814894,31.748441,31.83873,31.867792,31.709072,27.847273,27.821248,27.273502,27.477814,28.329911,27.477306,26.8,42.157388
64.25,31.645155,31.77868,31.688041,31.876795,31.801395,31.743245,31.843926,31.823081,31.69245,27.86597,27.832676,27.25374,27.471584,28.363137,27.49392,26.7,40.879152
64.5,31.639957,31.701787,31.674496,31.879911,31.77855,31.721422,31.808593,31.814763,31.69245,27.871163,27.766186,27.237099,27.436282,28.316413,27.465883,26.7,40.420592
64.75,31.618125,31.670614,31.682831,31.852907,31.761936,31.704794,31.788848,31.782529,31.664399,27.862853,27.827481,27.218377,27.427975,28.20843,27.430578,26.7,41.452352
65,31.7356,31.774524,31.762016,31.9173,31.829432,31.750519,31.831455,31.839718,31.694527,27.882589,27.821248,27.204856,27.462239,28.335102,27.40981,26.7,43.057312
65.25,31.804214,31.747507,31.733885,31.9173,31.81801,31.748441,31.82522,31.823081,31.674788,27.76937,27.72463,27.199655,27.385405,28.274881,27.376581,26.7,43.171952
65.5,31.767828,31.749585,31.725549,31.898606,31.799318,31.715186,31.820024,31.809564,31.649855,27.788067,27.713202,27.14765,27.417592,28.211545,27.359966,26.7,42.942672
65.75,31.699214,31.689317,31.692209,31.860177,31.762974,31.68401,31.806514,31.803325,31.645699,27.807802,27.772419,27.184054,27.391635,28.233349,27.365158,26.7,42.713392
66,31.597333,31.642558,31.631778,31.835251,31.748437,31.692324,31.79924,31.786688,31.639466,27.768332,27.77138,27.222537,27.33349,28.238541,27.35789,26.7,42.140192
66.25,31.748075,31.757898,31.744304,31.905876,31.81801,31.722461,31.83873,31.83036,31.666477,27.773525,27.69658,27.193414,27.348026,28.197009,27.358928,26.7,41.910912
66.5,31.721046,31.749585,31.744304,31.905876,31.814894,31.725578,31.830416,31.797086,31.649855,27.735093,27.663335,27.166372,27.329337,28.127442,27.353736,26.7,41.223072
66.75,31.704412,31.724647,31.716172,31.872641,31.79828,31.700638,31.783652,31.795006,31.646738,27.781835,27.699696,27.099805,27.329337,28.150285,27.358928,26.7,40.879152
67,31.689858,31.741272,31.699502,31.859139,31.793088,31.68401,31.783652,31.756534,31.608299,27.768332,27.655024,27.094605,27.287805,28.155477,27.303893,26.7,40.993792
67.25,31.676343,31.711139,31.692209,31.85083,31.770243,31.667383,31.767025,31.708703,31.58856,27.754829,27.704891,27.105006,27.309609,28.130557,27.309085,26.7,41.566992
67.5,31.810451,31.811931,31.78598,31.942227,31.812818,31.732853,31.79924,31.800205,31.621804,27.774564,27.694502,27.14973,27.287805,28.100447,27.294547,26.7,42.598752
67.75,31.730402,31.756859,31.730759,31.881988,31.793088,31.713108,31.79924,31.783569,31.610376,27.724706,27.682035,27.102926,27.313762,28.102523,27.341275,26.7,42.369472
68,31.686739,31.698669,31.704711,31.861216,31.770243,31.686089,31.78573,31.752375,31.596871,27.808841,27.712163,27.14869,27.334528,28.102523,27.342314,26.7,41.681632
68.25,31.676343,31.698669,31.696376,31.8581,31.745322,31.689206,31.772221,31.741977,31.602065,27.775603,27.598923,27.105006,27.273268,28.044378,27.287278,26.7,42.942672
68.5,31.612927,31.659184,31.653658,31.821749,31.741168,31.65803,31.78573,31.739897,31.622843,27.702894,27.688268,27.064442,27.287805,28.177281,27.3122,26.7,43.515872
68.75,31.71065,31.745429,31.726591,31.879911,31.805549,31.696481,31.790926,31.769011,31.634271,27.670694,27.623857,27.084204,27.258732,28.131596,27.281048,26.7,43.745152
69,31.713768,31.725686,31.713047,31.863293,31.780627,31.68505,31.782613,31.732618,31.598949,27.703932,27.632168,27.029079,27.250426,28.04334,27.253011,26.7,42.484112
69.25,31.678422,31.703865,31.673454,31.838367,31.758821,31.660109,31.757672,31.744056,31.595832,27.645765,27.579184,27.04364,27.270154,28.096293,27.269626,26.7,41.337712
69.5,31.601492,31.65191,31.641155,31.819672,31.738053,31.660109,31.770142,31.740937,31.595832,27.712242,27.62074,27.121648,27.312724,28.126404,27.334006,26.6,40.861956
69.75,31.694016,31.722569,31.72034,31.869525,31.79205,31.701677,31.794044,31.751335,31.596871,27.719513,27.676841,27.154931,27.303379,28.145094,27.347506,26.6,40.174116
70,31.690897,31.725686,31.71513,31.873679,31.769205,31.703755,31.793005,31.751335,31.614532,27.739248,27.642557,27.15077,27.322069,28.059953,27.323622,26.6,40.288756
70.25,31.694016,31.717373,31.675538,31.860177,31.760898,31.668422,31.77326,31.731579,31.584404,27.639533,27.650868,27.127888,27.315839,28.076566,27.326738,26.6,41.320516
70.5,31.622284,31.667496,31.668245,31.835251,31.732861,31.665305,31.768064,31.729499,31.580248,27.719513,27.676841,27.153891,27.289881,28.125366,27.307008,26.6,42.122996
70.75,31.595254,31.642558,31.629695,31.796823,31.715208,31.635168,31.780534,31.704544,31.523109,27.719513,27.631129,27.15077,27.303379,28.1534,27.316354,26.6,42.352276
71,31.60565,31.638402,31.608857,31.809286,31.708978,31.623737,31.751437,31.688947,31.571937,27.731977,27.623857,27.115407,27.281575,28.082796,27.274818,26.6,42.696196
71.25,31.68466,31.73296,31.717214,31.870563,31.781666,31.664266,31.791966,31.731579,31.578171,27.677965,27.644635,27.121648,27.269115,28.086949,27.282086,26.6,42.581556
71.5,31.68258,31.724647,31.702628,31.840444,31.756744,31.662187,31.791966,31.720141,31.586482,27.694584,27.624896,27.127888,27.29092,28.105638,27.293509,26.6,41.893716
71.75,31.624363,31.672692,31.640114,31.812402,31.697555,31.640364,31.776378,31.72534,31.596871,27.754829,27.685152,27.172612,27.346988,28.100447,27.349582,26.6,41.549796
72,31.602531,31.642558,31.615108,31.773974,31.705862,31.615423,31.75975,31.741977,31.561548,27.704971,27.649829,27.136209,27.310647,28.097332,27.35789,26.6,40.861956
72.25,31.592135,31.612424,31.598438,31.782282,31.697555,31.628933,31.741045,31.67335,31.541809,27.646804,27.593729,27.128928,27.280537,28.064106,27.304931,26.6,41.779076
72.5,31.673224,31.70906,31.668245,31.824865,31.727669,31.644521,31.75975,31.677509,31.570898,27.677965,27.593729,27.160131,27.309609,28.029842,27.313238,26.6,42.925476
72.75,31.68466,31.715295,31.682831,31.839405,31.745322,31.652834,31.769103,31.645275,31.558431,27.655113,27.63009,27.173653,27.331413,28.069298,27.314277,26.6,42.352276
73,31.640996,31.657105,31.625527,31.810325,31.699632,31.636207,31.744162,31.748215,31.563626,27.688352,27.610351,27.173653,27.281575,28.09837,27.31843,26.6,42.466916
73.25,31.585898,31.628011,31.608857,31.789553,31.699632,31.602953,31.751437,31.62032,31.543887,27.712242,27.640479,27.154931,27.343873,28.074489,27.328814,26.6,42.810836
73.5,31.599412,31.624893,31.59427,31.772935,31.683018,31.622698,31.795083,31.661912,31.547004,27.660307,27.582301,27.124768,27.282613,28.029842,27.293509,26.7,42.942672
73.75,31.566145,31.594759,31.564055,31.762549,31.683018,31.569698,31.726496,31.642156,31.508564,27.607333,27.555289,27.114367,27.299226,27.969621,27.290394,26.7,43.057312
74,31.672184,31.717373,31.679706,31.841483,31.744283,31.644521,31.746241,31.67439,31.532459,27.684197,27.604118,27.123728,27.286766,28.052685,27.28624,26.6,42.466916
74.25,31.65867,31.687239,31.651574,31.817595,31.701709,31.624776,31.740006,31.669191,31.519992,27.690429,27.652946,27.138289,27.241081,28.063068,27.278971,26.6,41.893716
74.5,31.609808,31.633206,31.61615,31.744893,31.691325,31.605031,31.711947,31.67231,31.545965,27.730939,27.598923,27.168452,27.331413,28.018421,27.325699,26.6,40.976596
74.75,31.593175,31.633206,31.613024,31.756317,31.685094,31.58009,31.723378,31.639036,31.507525,27.650959,27.570873,27.158051,27.279498,28.032957,27.30597,26.6,41.320516
75,31.581739,31.613463,31.569264,31.756317,31.669518,31.586326,31.69532,31.635917,31.504409,27.645765,27.567756,27.129968,27.266,28.026727,27.267549,26.6,42.237636
75.25,31.576541,31.599955,31.560929,31.748009,31.644597,31.572816,31.723378,31.61928,31.496097,27.562669,27.549056,27.076923,27.254579,27.949893,27.245742,26.6,42.466916
75.5,31.529759,31.575016,31.568222,31.724121,31.617598,31.544758,31.69532,31.589126,31.496097,27.600062,27.532433,27.067562,27.212009,28.008038,27.244704,26.6,43.269396
75.75,31.559908,31.606189,31.566139,31.731391,31.650827,31.583208,31.725457,31.628638,31.500253,27.681081,27.580223,27.089404,27.27223,27.989349,27.265472,26.6,42.925476
76,31.590056,31.618659,31.601563,31.775012,31.718323,31.585286,31.722339,31.62136,31.504409,27.597985,27.529317,27.098765,27.234851,28.010115,27.281048,26.6,42.008356
76.25,31.575502,31.623854,31.591144,31.741777,31.671595,31.576973,31.725457,31.61928,31.504409,27.61772,27.586456,27.103966,27.253541,28.012191,27.275856,26.6,41.893716
76.5,31.583818,31.615541,31.557803,31.730352,31.657058,31.568659,31.70883,31.596405,31.476358,27.664462,27.609312,27.101886,27.220315,27.978966,27.261318,26.6,41.893716
76.75,31.543274,31.610346,31.559887,31.711658,31.623829,31.546836,31.717143,31.596405,31.482592,27.589675,27.531395,27.057161,27.206817,27.923936,27.267549,26.6,42.122996
77,31.545353,31.59372,31.541133,31.716851,31.623829,31.527091,31.687006,31.549614,31.449347,27.594869,27.496072,27.04364,27.206817,28.001808,27.189669,26.6,42.696196
77.25,31.520403,31.59372,31.551552,31.708542,31.626944,31.527091,31.66934,31.571449,31.468047,27.57825,27.514772,27.035319,27.22343,28.031919,27.209398,26.6,42.696196
77.5,31.594214,31.631128,31.576558,31.669075,31.659134,31.562424,31.724418,31.598484,31.486747,27.64992,27.536589,27.090445,27.245234,28.005961,27.28001,26.6,42.008356
77.75,31.558868,31.612424,31.568222,31.810325,31.657058,31.540601,31.710908,31.593285,31.48467,27.630185,27.539706,27.079003,27.247311,27.934319,27.246781,26.6,41.893716
78,31.555749,31.597877,31.559887,31.73243,31.629021,31.548914,31.666222,31.56833,31.461814,27.628107,27.528278,27.067562,27.212009,27.94574,27.246781,26.6,42.352276
78.25,31.564066,31.576056,31.531756,31.700233,31.623829,31.518778,31.68285,31.551693,31.448308,27.545011,27.49815,27.050921,27.225507,27.942625,27.222898,26.6,42.352276
