t(s),101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),109 (C),112 (C),113 (C),114 (C),115 (C),HTU21D_1_Temp,HTU21D_1_RH,HTU21D_2_Temp,HTU21D_2_RH
79.75,33.221188,33.278101,33.252975,33.328758,33.295653,33.272947,33.312315,33.250726,31.603104,31.554554,31.525107,31.584981,31.484491,31.2,42.455452,30.8,43.27311
80,33.206634,33.29161,33.258184,33.318372,33.301883,33.26983,33.31855,33.259045,31.624921,31.586797,31.530298,31.591211,31.577947,31.2,42.799372,30.8,43.05749
80.25,33.209753,33.288492,33.236304,33.306947,33.293576,33.261516,33.323746,33.262164,31.631154,31.584717,31.530298,31.621322,31.584178,31.2,41.767612,30.8,41.44034
80.5,33.221188,33.294727,33.184209,33.326681,33.282154,33.272947,33.326864,33.242408,31.624921,31.537912,31.533413,31.607824,31.501106,31.2,40.391932,30.8,41.33253
80.75,33.209753,33.278101,33.241514,33.323565,33.287346,33.278143,33.312315,33.250726,31.61661,31.589917,31.516801,31.560062,31.526027,31.2,41.309052,30.8,42.51844
81,33.204555,33.266671,33.247765,33.340182,33.298768,33.259438,33.304002,33.256965,31.603104,31.551433,31.508494,31.593288,31.509413,31.1,42.896816,30.8,43.1653
81.25,33.198317,33.231342,33.236304,33.303831,33.285269,33.25632,33.29361,33.253846,31.628038,31.559754,31.502264,31.629628,31.49799,31.1,42.208976,30.8,41.97939
81.5,33.204555,33.286414,33.2561,33.337067,33.295653,33.25632,33.310237,33.226811,31.606221,31.559754,31.502264,31.544488,31.51772,31.1,40.947936,30.8,41.22472
81.75,33.231584,33.281219,33.241514,33.328758,33.307075,33.259438,33.304002,33.248647,31.594793,31.573276,31.513686,31.57979,31.501106,31.1,40.604016,30.8,41.65596
82,33.276287,33.294727,33.258184,33.323565,33.293576,33.26983,33.315433,33.250726,31.633232,31.578476,31.538605,31.609901,31.547834,31.1,42.094336,30.8,42.94968
82.25,33.206634,33.288492,33.2561,33.310063,33.290461,33.26983,33.301923,33.248647,31.619727,31.595118,31.610248,31.61613,31.56964,31.1,43.240736,30.8,44.35121
82.5,33.209753,33.281219,33.233179,33.318372,33.293576,33.267751,33.315433,33.237209,31.658166,31.573276,31.560409,31.601594,31.539526,31.1,43.470016,30.8,43.38092
82.75,33.21807,33.30304,33.258184,33.295523,33.282154,33.251124,33.31855,33.250726,31.622843,31.564955,31.543796,31.613016,31.509413,31.1,41.865056,30.8,41.87158
83,33.196238,33.281219,33.249849,33.315256,33.295653,33.237614,33.307119,33.242408,31.641543,31.606559,31.555218,31.593288,31.559256,31.1,40.718656,30.8,40.57786
83.25,33.134902,33.296805,33.23943,33.310063,33.290461,33.244889,33.301923,33.215373,31.652971,31.595118,31.550026,31.61613,31.556141,31.1,40.145456,30.8,41.76377
83.5,33.212872,33.261476,33.252975,33.301754,33.279038,33.253202,33.307119,33.250726,31.666477,31.523351,31.574945,31.626513,31.553026,31.1,42.896816,30.8,43.91997
83.75,33.239901,33.278101,33.231095,33.315256,33.287346,33.264634,33.296727,33.235129,31.652971,31.611759,31.53549,31.596403,31.534334,31.1,43.240736,30.8,43.48873
84,33.214951,33.288492,33.23943,33.301754,33.276962,33.244889,33.282178,33.245527,31.66336,31.581596,31.530298,31.599518,31.534334,31.1,42.208976,30.8,41.76377
84.25,33.209753,33.305118,33.241514,33.320449,33.268654,33.261516,33.296727,33.235129,31.649855,31.586797,31.538605,31.596403,31.556141,31.1,40.604016,30.8,41.0091
84.5,33.206634,33.274984,33.247765,33.306947,33.285269,33.24281,33.29361,33.248647,31.638427,31.589917,31.560409,31.604709,31.564448,31.1,41.177216,30.8,42.84187
84.75,33.223268,33.286414,33.24464,33.31214,33.268654,33.251124,33.290492,33.212254,31.655049,31.576396,31.54172,31.599518,31.526027,31.2,43.372572,30.8,44.35121
85,33.107872,33.209521,33.19567,33.246708,33.233349,33.226183,33.249963,33.190418,31.589598,31.569115,31.52303,31.588096,31.509413,31.2,43.601852,30.9,42.94968
85.25,33.064209,33.174191,33.13524,33.220743,33.199082,33.212674,33.247885,33.185219,31.592715,31.547273,31.52926,31.552794,31.500067,31.2,41.652972,30.9,41.44034
85.5,33.078763,33.182504,33.13524,33.212435,33.224003,33.174223,33.25412,33.18002,31.611415,31.558714,31.532375,31.57979,31.496952,31.2,40.965132,30.8,42.19501
85.75,33.053813,33.174191,33.14045,33.223859,33.187659,33.177341,33.234375,33.110353,31.59791,31.560794,31.524069,31.596403,31.521874,31.2,43.028652,30.8,43.27311
86,33.095397,33.181465,33.139408,33.221782,33.201158,33.171106,33.225022,33.167542,31.585443,31.554554,31.513686,31.57356,31.493837,31.2,42.455452,30.8,42.73406
86.25,33.105793,33.179387,33.182126,33.219705,33.194928,33.177341,33.244767,33.163383,31.578171,31.538952,31.49292,31.544488,31.487606,31.2,41.652972,30.8,41.11691
86.5,33.119308,33.216794,33.162329,33.223859,33.192851,33.199164,33.232297,33.154025,31.56882,31.524391,31.489805,31.535143,31.469954,31.1,40.604016,30.8,41.65596
86.75,33.102674,33.201208,33.144617,33.21555,33.197005,33.174223,33.175141,33.160264,31.593754,31.549353,31.494996,31.563177,31.482414,31.2,42.111532,30.9,43.91997
87,33.127624,33.191856,33.167539,33.229052,33.204274,33.169027,33.207356,33.150906,31.615571,31.541032,31.516801,31.57356,31.466838,31.2,43.487212,30.8,43.91997
87.25,33.135941,33.237576,33.179,33.223859,33.192851,33.182537,33.234375,33.160264,31.596871,31.567035,31.518877,31.577713,31.521874,31.2,43.143292,30.9,43.48873
87.5,33.147377,33.198091,33.167539,33.237361,33.204274,33.177341,33.217748,33.138428,31.621804,31.567035,31.510571,31.610939,31.503182,31.2,43.028652,30.9,43.05749
87.75,33.141139,33.239655,33.181084,33.241515,33.183506,33.174223,33.211513,33.141547,31.606221,31.559754,31.500188,31.549679,31.532258,31.2,42.340812,30.9,41.87158
88,33.152575,33.217834,33.175874,33.241515,33.208427,33.16591,33.200082,33.138428,31.619727,31.582636,31.516801,31.614054,31.565486,31.2,40.391932,30.9,40.68567
88.25,33.147377,33.223029,33.179,33.224898,33.194928,33.157596,33.216709,33.141547,31.667516,31.601358,31.544835,31.644165,31.572755,31.2,41.309052,30.8,42.94968
88.5,33.130743,33.214716,33.192545,33.219705,33.191813,33.16591,33.208395,33.138428,31.609338,31.584717,31.52303,31.599518,31.562371,31.2,43.831132,30.8,43.91997
88.75,33.13906,33.214716,33.164413,33.233207,33.194928,33.169027,33.196964,33.121791,31.634271,31.51919,31.519915,31.582905,31.532258,31.1,42.094336,30.8,41.54815
89,33.147377,33.196012,33.164413,33.2384,33.163776,33.160714,33.208395,33.166503,31.634271,31.579516,31.54172,31.599518,31.542642,31.1,40.489376,30.8,41.54815
89.25,33.135941,33.212638,33.162329,33.233207,33.235426,33.1524,33.203199,33.12699,31.639466,31.582636,31.525107,31.607824,31.545757,31.1,42.323616,30.8,43.1653
89.5,33.116189,33.1877,33.172749,33.235284,33.197005,33.140969,33.196964,33.133229,31.631154,31.565995,31.514724,31.610939,31.520835,31.1,41.865056,30.8,42.19501
89.75,33.13906,33.214716,33.150869,33.221782,33.188698,33.193968,33.196964,33.143627,31.617649,31.568075,31.508494,31.591211,31.542642,31.1,41.291856,30.8,42.62625
90,33.130743,33.206403,33.134198,33.235284,33.175198,33.149282,33.194886,33.124911,31.642582,31.599278,31.54795,31.607824,31.532258,31.1,42.667536,30.8,42.94968
90.25,33.135941,33.209521,33.170665,33.203087,33.197005,33.169027,33.200082,33.113473,31.642582,31.596158,31.544835,31.635858,31.562371,31.1,42.208976,30.8,42.19501
90.5,33.110991,33.217834,33.15712,33.205164,33.175198,33.146165,33.200082,33.118672,31.659205,31.607599,31.54795,31.657662,31.578986,31.1,41.291856,30.8,41.54815
90.75,33.107872,33.192895,33.159204,33.230091,33.172083,33.154478,33.194886,33.113473,31.664399,31.637762,31.566639,31.660777,31.620522,31.1,40.947936,30.8,42.0872
91,33.124506,33.171074,33.115444,33.203087,33.183506,33.127459,33.203199,33.111393,31.659205,31.61592,31.558333,31.67116,31.587293,31.1,42.438256,30.8,43.81216
91.25,33.135941,33.192895,33.214424,33.211396,33.170006,33.1524,33.180337,33.099955,31.642582,31.604479,31.516801,31.637935,31.565486,31.1,44.272496,30.8,44.13559
91.5,33.127624,33.192895,33.082103,33.216589,33.183506,33.1524,33.200082,33.108274,31.628038,31.601358,31.54795,31.624437,31.554064,31.1,42.552896,30.8,42.41063
91.75,33.122426,33.204325,33.153994,33.216589,33.172083,33.140969,33.200082,33.113473,31.634271,31.582636,31.54172,31.602633,31.540565,31.1,41.521136,30.8,42.51844
92,33.124506,33.1877,33.142533,33.211396,33.161699,33.144086,33.164749,33.108274,31.639466,31.554554,31.528222,31.569407,31.520835,31.1,41.177216,30.8,41.87158
92.25,33.110991,33.132627,33.134198,33.199971,33.153392,33.135773,33.203199,33.088518,31.592715,31.559754,31.500188,31.574598,31.512528,31.1,41.865056,30.8,42.30282
92.5,33.124506,33.181465,33.137324,33.191663,33.183506,33.132655,33.18865,33.083319,31.609338,31.534792,31.514724,31.58602,31.495914,31.1,41.406496,30.8,41.76377
92.75,33.119308,33.192895,33.142533,33.203087,33.158584,33.137851,33.191768,33.094756,31.592715,31.527511,31.519915,31.572522,31.495914,31.1,41.062576,30.8,42.30282
93,33.119308,33.192895,33.125863,33.199971,33.155469,33.157596,33.178258,33.099955,31.59791,31.527511,31.500188,31.561101,31.474107,31.1,42.438256,30.8,43.38092
93.25,33.119308,33.181465,33.132114,33.196856,33.163776,33.135773,33.172023,33.083319,31.595832,31.551433,31.508494,31.555909,31.479299,31.1,43.355376,30.8,43.81216
93.5,33.074605,33.189778,33.128989,33.203087,33.14197,33.119146,33.158514,33.111393,31.572976,31.546233,31.508494,31.539296,31.482414,31.1,43.699296,30.8,43.91997
93.75,33.080842,33.171074,33.128989,33.178161,33.155469,33.124342,33.156435,33.088518,31.619727,31.549353,31.508494,31.572522,31.479299,31.1,42.208976,30.8,42.19501
94,33.102674,33.171074,33.128989,33.188547,33.150277,33.127459,33.175141,33.071881,31.584404,31.546233,31.498111,31.557986,31.477222,31.1,42.208976,30.8,42.73406
94.25,33.099555,33.206403,33.117528,33.18647,33.145085,33.119146,33.169945,33.07812,31.617649,31.534792,31.489805,31.541373,31.512528,31.1,42.323616,30.8,42.94968
94.5,33.08604,33.171074,33.112318,33.18647,33.14197,33.116028,33.164749,33.080199,31.617649,31.559754,31.52303,31.536181,31.507336,31.1,42.896816,30.8,43.81216
94.75,33.091238,33.165879,33.123779,33.191663,33.147162,33.127459,33.158514,33.083319,31.592715,31.529591,31.494996,31.552794,31.484491,31.1,43.355376,30.9,43.27311
95,33.080842,33.157566,33.107109,33.157389,33.132624,33.119146,33.165788,33.066682,31.596871,31.536872,31.504341,31.52476,31.393112,31.1,42.208976,30.8,41.87158
95.25,33.028862,33.113924,33.075852,33.135578,33.101472,33.077578,33.139808,33.039647,31.577132,31.524391,31.481498,31.517492,31.468915,31.1,40.604016,30.8,40.57786
95.5,32.965447,33.067164,33.013338,33.09715,33.075512,33.055754,33.12422,33.02301,31.551159,31.52023,31.499149,31.547603,31.475146,31.1,39.916176,30.8,41.22472
95.75,32.963368,33.047421,33.013338,33.077417,33.067205,33.047441,33.08577,33.028209,31.562587,31.539992,31.499149,31.599518,31.51149,31.1,41.979696,30.8,42.30282
96,32.968566,33.061969,33.033134,33.080532,33.060974,33.055754,33.11071,33.003254,31.587521,31.528551,31.505379,31.544488,31.508374,31.1,41.635776,30.8,42.19501
96.25,32.985199,33.039108,33.016463,33.091957,33.052667,33.042245,33.119024,33.017811,31.590637,31.561834,31.507456,31.58602,31.536411,31.1,42.094336,30.8,43.1653
96.5,32.968566,33.050538,33.024799,33.075339,33.077589,33.042245,33.094083,33.014692,31.612454,31.564955,31.52926,31.61613,31.558218,31.1,43.240736,30.8,43.81216
96.75,32.955051,33.064047,33.016463,33.085725,33.060974,33.047441,33.094083,32.998055,31.622843,31.600318,31.557294,31.597441,31.566525,31.1,43.584656,30.8,44.2434
97,32.965447,33.047421,33.024799,33.085725,33.060974,33.045362,33.097201,33.011572,31.629077,31.603438,31.552103,31.610939,31.56964,31.1,43.240736,30.8,43.70435
97.25,32.971684,33.03703,33.011254,33.072224,33.067205,33.042245,33.127338,33.019891,31.609338,31.603438,31.543796,31.619245,31.591446,31.1,41.979696,30.8,41.33253
97.5,32.963368,33.068203,33.023757,33.079494,33.039168,32.997559,33.109671,32.988697,31.63531,31.593037,31.589482,31.620284,31.580024,31.1,39.801536,30.8,40.36224
97.75,32.980001,33.051578,33.013338,33.094034,33.05059,33.050558,33.096162,32.997015,31.624921,31.607599,31.517839,31.618207,31.583139,31.1,40.145456,30.8,42.19501
98,32.987278,33.07236,33.028966,33.088841,33.054744,33.037049,33.079534,32.998055,31.626999,31.602398,31.54795,31.624437,31.560294,31.1,43.011456,30.8,44.56683
98.25,32.998714,33.065086,33.042511,33.092996,33.033976,33.030814,33.108632,33.013652,31.639466,31.600318,31.53549,31.618207,31.558218,31.1,44.616416,30.8,45.3215
98.5,33.031981,33.097298,33.057098,33.079494,33.059936,33.042245,33.064986,32.97102,31.612454,31.563915,31.506418,31.572522,31.52395,31.1,43.584656,30.8,42.84187
98.75,33.015348,33.094181,33.030008,33.088841,33.036053,33.020422,33.083691,32.979339,31.611415,31.564955,31.477345,31.542411,31.486568,31.1,41.979696,30.8,41.87158
99,33.020546,33.116002,33.043553,33.08988,33.063051,33.030814,33.073299,32.976219,31.595832,31.505669,31.479422,31.577713,31.499029,31.1,40.260096,30.8,40.47005
99.25,33.017427,33.066125,33.040427,33.098189,33.059936,33.045362,33.073299,32.9731,31.584404,31.535832,31.509532,31.550718,31.505259,31.1,39.916176,30.8,40.79348
99.5,33.025744,33.085868,33.043553,33.087803,33.056821,33.017304,33.068103,32.964781,31.565704,31.527511,31.501226,31.545526,31.493837,31.1,41.865056,30.8,43.59654
99.75,33.031981,33.091063,33.046679,33.092996,33.046437,33.028735,33.079534,32.962702,31.570898,31.544153,31.534452,31.570445,31.488645,31.1,43.240736,30.8,44.67464
100,33.020546,33.082751,33.038343,33.098189,33.071358,33.028735,33.081613,32.951264,31.60726,31.547273,31.514724,31.572522,31.515643,31.1,44.387136,30.8,44.2434
