t(s),101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),109 (C),112 (C),113 (C),114 (C),115 (C),HTU21D_1_Temp,HTU21D_1_RH,HTU21D_2_Temp,HTU21D_2_RH
39.5,33.854305,33.878701,33.901037,33.992423,33.88131,33.901663,33.817366,33.904761,32.073726,31.890506,31.830367,31.904778,31.763821,31.4,50.056084,31.1,63.32577
39.75,33.794008,33.862076,33.90833,33.96542,33.902078,33.870487,33.819445,33.879805,32.007236,31.867624,31.790912,31.860131,31.728515,31.5,64.51792,31.1,55.99469
40,33.870938,33.908835,33.90312,33.982037,33.903117,33.885036,33.792426,33.886044,31.948019,31.742812,31.701618,31.733458,31.565486,31.5,50.30256,31.1,44.45902
40.25,33.874057,33.897405,33.914581,33.973728,33.897925,33.895428,33.800739,33.886044,31.887763,31.662724,31.641397,31.63482,31.482414,31.5,40.6728,31,37.55918
40.5,33.851186,33.905718,33.884366,33.98723,33.911424,33.878801,33.800739,33.877726,31.835818,31.62424,31.611286,31.563177,31.41388,31.4,35.038244,31,34.00145
40.75,33.84079,33.9026,33.90312,33.982037,33.88131,33.873605,33.78619,33.879805,31.940747,31.701208,31.701618,31.678428,31.527066,31.4,31.828324,30.9,31.62963
41,33.851186,33.917148,33.884366,33.973728,33.88131,33.887114,33.792426,33.869407,32.124632,31.914428,31.925891,31.893357,31.800165,31.3,29.747608,30.9,33.57021
41.25,33.826236,33.880779,33.876031,33.953995,33.883387,33.868409,33.822562,33.869407,32.029053,31.853062,31.773261,31.876744,31.766936,31.3,40.867688,31,54.80878
41.5,33.837671,33.872467,33.878115,33.962304,33.886502,33.873605,33.800739,33.871487,32.009314,31.849942,31.768069,31.824829,31.738899,31.4,59.227284,31,57.82746
41.75,33.829354,33.864154,33.844774,33.959188,33.886502,33.862174,33.800739,33.866288,31.981264,31.781296,31.765993,31.771875,31.655827,31.4,52.463524,31,45.96836
42,33.818958,33.870388,33.876031,33.959188,33.87508,33.878801,33.792426,33.85797,31.951136,31.764654,31.729652,31.731382,31.623637,31.4,41.802004,31,38.52947
42.25,33.810642,33.853763,33.867696,33.94257,33.883387,33.854899,33.780994,33.869407,31.892957,31.72305,31.696426,31.68362,31.573794,31.3,35.938168,30.9,34.97174
42.5,33.812721,33.853763,33.856235,33.934262,33.88131,33.865291,33.792426,33.877726,31.915813,31.706408,31.718231,31.695041,31.590408,31.3,32.728248,30.9,32.3843
42.75,33.812721,33.862076,33.859361,33.94257,33.866773,33.848664,33.784112,33.866288,32.097621,31.924829,31.931082,31.904778,31.813664,31.3,31.467208,30.9,41.87158
43,33.796087,33.842333,33.8479,33.932184,33.869888,33.854899,33.789308,33.85797,32.11736,31.952912,31.894742,31.929697,31.843778,31.3,52.102408,31,59.98366
43.25,33.794008,33.850645,33.851025,33.94257,33.87508,33.846586,33.792426,33.896442,32.056065,31.908188,31.826214,31.913084,31.805357,31.4,59.685844,31,52.11353
43.5,33.790889,33.839215,33.834355,33.934262,33.851197,33.835154,33.802818,33.877726,31.995808,31.858263,31.787797,31.866361,31.744091,31.4,47.075444,31,42.30282
43.75,33.774256,33.839215,33.829145,33.923876,33.87508,33.826841,33.805935,33.863169,31.945941,31.809378,31.74938,31.803024,31.672442,31.4,38.592084,31,36.6967
44,33.76282,33.842333,33.839564,33.910374,33.851197,33.846586,33.789308,33.852771,31.917891,31.739692,31.729652,31.706463,31.603907,31.4,34.465044,30.9,33.67802
44.25,33.774256,33.830903,33.837481,33.910374,33.856389,33.848664,33.775798,33.871487,31.859712,31.684566,31.682929,31.675314,31.518758,31.3,31.581848,30.9,31.84525
44.5,33.774256,33.825707,33.82081,33.912451,33.84289,33.835154,33.792426,33.869407,31.959447,31.784416,31.77949,31.791603,31.64752,31.3,32.728248,30.9,44.56683
44.75,33.73579,33.800769,33.80414,33.907258,33.828352,33.818527,33.794504,33.877726,32.044637,31.864504,31.864631,31.871552,31.750322,31.4,54.068484,31,60.52271
45,33.749305,33.800769,33.806224,33.895833,33.851197,33.818527,33.797622,33.866288,31.951136,31.82602,31.759763,31.824829,31.697363,31.5,58.67128,31.1,51.14324
45.25,33.749305,33.795573,33.792679,33.898949,33.831467,33.81541,33.784112,33.836134,31.917891,31.756333,31.732767,31.783297,31.678672,31.4,46.272964,31,41.54815
45.5,33.730592,33.78726,33.797888,33.89064,33.826275,33.805018,33.794504,33.861089,31.932435,31.734491,31.682929,31.716846,31.600792,31.4,38.248164,31,36.26546
45.75,33.730592,33.784143,33.792679,33.879216,33.848082,33.818527,33.784112,33.829895,31.87114,31.701208,31.682929,31.68362,31.592485,31.3,34.103928,30.9,33.35459
46,33.759701,33.821551,33.802056,33.895833,33.860542,33.84035,33.765406,33.845492,31.858674,31.680406,31.692273,31.654548,31.561333,31.3,31.352568,30.9,31.62963
46.25,33.749305,33.842333,33.822894,33.919721,33.86885,33.828919,33.806974,33.85485,32.025936,31.869704,31.869823,31.849748,31.737861,31.3,31.811128,30.9,43.70435
46.5,33.732672,33.804925,33.823936,33.904142,33.82939,33.813331,33.776838,33.859009,32.023859,31.868664,31.813754,31.864284,31.773166,31.3,52.675608,31,59.66023
46.75,33.771137,33.817394,33.815601,33.918683,33.848082,33.837233,33.806974,33.849651,31.963602,31.856183,31.781567,31.860131,31.760706,31.4,58.310164,31,51.25105
47,33.78985,33.85688,33.824978,33.917644,33.863658,33.828919,33.803857,33.864208,31.95633,31.82914,31.775337,31.820676,31.733707,31.4,46.387604,31,41.65596
47.25,33.795048,33.849606,33.834355,33.964381,33.876118,33.883997,33.805935,33.885004,31.952175,31.776095,31.754571,31.813407,31.691133,31.3,38.230968,30.9,36.48108
47.5,33.816879,33.93793,33.86978,34.001771,33.870926,33.865291,33.814249,33.876686,31.912696,31.765694,31.727575,31.746956,31.646482,31.3,34.103928,30.9,33.4624
47.75,33.806483,33.894288,33.86978,33.963342,33.854312,33.84035,33.814249,33.863169,31.923085,31.774015,31.775337,31.758378,31.668288,31.3,31.352568,30.9,31.62963
48,33.798166,33.866232,33.855193,33.930107,33.846005,33.842429,33.802818,33.874606,32.094504,31.907148,31.910316,31.918276,31.817818,31.3,32.155048,30.9,43.70435
48.25,33.801285,33.852724,33.838523,33.938416,33.865734,33.845546,33.7997,33.866288,32.056065,31.907148,31.849057,31.931774,31.82301,31.3,51.185288,31,57.07279
48.5,33.792968,33.836098,33.844774,33.932184,33.84289,33.832037,33.808014,33.863169,31.997886,31.873864,31.788835,31.868437,31.764859,31.4,56.017364,31,50.49638
48.75,33.745147,33.885975,33.821852,33.932184,33.854312,33.828919,33.802818,33.85485,31.921008,31.810418,31.767031,31.818599,31.701517,31.4,46.043684,31,41.44034
49,33.759701,33.829863,33.836439,33.907258,33.834582,33.817488,33.802818,33.85797,31.921008,31.777135,31.760801,31.753186,31.668288,31.4,38.133524,31,36.37327
49.25,33.764899,33.797651,33.824978,33.907258,33.854312,33.817488,33.791386,33.841333,31.892957,31.732411,31.717192,31.723075,31.618445,31.3,34.218568,30.9,33.57021
49.5,33.753464,33.81116,33.736416,33.907258,33.837698,33.820606,33.780994,33.851731,31.889841,31.730331,31.722384,31.716846,31.594562,31.3,31.581848,30.9,33.13897
49.75,33.731632,33.814277,33.813517,33.885447,33.840813,33.790469,33.78619,33.829895,32.049831,31.848902,31.865669,31.876744,31.764859,31.3,36.969928,30.9,50.92762
50,33.751384,33.816355,33.799972,33.902065,33.82939,33.8019,33.780994,33.829895,31.994769,31.865544,31.824137,31.874667,31.773166,31.4,58.080884,31,56.64155
50.25,33.751384,33.783104,33.796847,33.877139,33.84289,33.782155,33.777877,33.843412,31.942824,31.815619,31.760801,31.826905,31.718131,31.4,52.004964,31,46.18398
50.5,33.723315,33.79973,33.786428,33.885447,33.826275,33.790469,33.769563,33.793502,31.912696,31.785456,31.752495,31.808216,31.696325,31.4,42.031284,31,38.74509
50.75,33.7098,33.794534,33.783302,33.860521,33.815891,33.776959,33.752936,33.818457,31.879452,31.746972,31.717192,31.761492,31.632982,31.3,35.938168,30.9,35.29517
51,33.7098,33.783104,33.774967,33.855328,33.815891,33.770724,33.772681,33.80494,31.846207,31.72409,31.697465,31.703348,31.629867,31.3,33.072168,30.9,32.70773
51.25,33.698365,33.774791,33.766631,33.843903,33.807584,33.785273,33.76125,33.813258,31.87114,31.72201,31.725499,31.708539,31.555102,31.3,31.123288,30.9,33.89364
51.5,33.687969,33.766478,33.736416,33.855328,33.787854,33.765528,33.774759,33.80494,32.031131,31.860343,31.873976,31.882974,31.784589,31.3,39.492008,30.9,50.92762
51.75,33.673414,33.744657,33.756212,33.83871,33.796162,33.752018,33.769563,33.80494,32.017625,31.887386,31.84075,31.896471,31.828202,31.3,56.458728,31,56.1025
52,33.690048,33.747775,33.766631,33.83871,33.793046,33.770724,33.766446,33.786223,31.981264,31.843702,31.79195,31.874667,31.811587,31.3,53.248808,30.9,47.69332
52.25,33.668216,33.744657,33.758296,33.78678,33.793046,33.765528,33.744622,33.80494,31.994769,31.843702,31.769107,31.846633,31.779397,31.3,43.504408,30.9,39.82319
52.5,33.63183,33.747775,33.739542,33.843903,33.79097,33.754097,33.752936,33.783104,31.921008,31.780255,31.727575,31.79991,31.676595,31.3,36.740648,30.9,35.72641
52.75,33.629751,33.728032,33.731207,33.755622,33.769163,33.732274,33.764367,33.777905,31.868024,31.771935,31.735882,31.769799,31.674518,31.2,33.398892,30.9,32.92335
53,33.638068,33.717641,33.731207,33.822093,33.738011,33.752018,33.74774,33.774786,31.921008,31.815619,31.772222,31.808216,31.712939,31.2,31.106092,30.8,32.70773
53.25,33.634949,33.728032,33.711411,33.810668,33.754626,33.732274,33.744622,33.791422,32.047753,31.959153,31.912393,31.956693,31.875968,31.2,36.494172,30.9,49.52609
53.5,33.643266,33.722836,33.724955,33.810668,33.754626,33.727078,33.739426,33.833014,31.978147,31.895707,31.832444,31.909969,31.826125,31.3,54.853768,30.9,56.64155
53.75,33.640147,33.74154,33.706201,33.795089,33.741126,33.735391,33.733191,33.774786,31.939708,31.82914,31.78572,31.854939,31.746168,31.3,52.904888,30.9,48.5558
54,33.621434,33.714523,33.691615,33.791973,33.752549,33.713568,33.741505,33.774786,31.887763,31.802098,31.752495,31.783297,31.69321,31.3,45.224008,30.9,43.1653
54.25,33.621434,33.714523,33.706201,33.778472,33.746318,33.696941,33.736309,33.758149,31.864907,31.707448,31.683967,31.728267,31.635059,31.3,40.867688,30.9,39.931
54.5,33.618316,33.689585,33.69474,33.805475,33.711013,33.702137,33.719682,33.763348,31.782834,31.675205,31.664239,31.664931,31.56964,31.3,38.574888,30.9,40.57786
54.75,33.60792,33.703093,33.69474,33.778472,33.757741,33.732274,33.722799,33.74983,31.846207,31.71889,31.727575,31.700233,31.618445,31.3,41.670168,30.9,45.75274
55,33.60792,33.697898,33.689531,33.78678,33.735934,33.705254,33.717603,33.74983,31.959447,31.807298,31.808563,31.79991,31.746168,31.3,47.516808,31,48.12456
55.25,33.616236,33.697898,33.691615,33.775356,33.738011,33.696941,33.725917,33.744631,31.904385,31.796897,31.747303,31.791603,31.712939,31.3,46.828968,31,44.89026
55.5,33.624553,33.659451,33.691615,33.753545,33.724512,33.705254,33.719682,33.746711,31.854518,31.743852,31.705771,31.753186,31.666211,31.3,42.816568,30.9,41.22472
55.75,33.604801,33.667764,33.667651,33.791973,33.71309,33.707333,33.717603,33.719676,31.784912,31.705368,31.683967,31.691926,31.611176,31.3,39.835928,30.9,40.14662
56,33.616236,33.676077,33.6614,33.770163,33.732819,33.690706,33.714486,33.721756,31.784912,31.660644,31.632052,31.675314,31.54991,31.3,39.377368,30.9,40.79348
56.25,33.593365,33.684389,33.664525,33.775356,33.727627,33.699019,33.684349,33.724875,31.7579,31.625281,31.604018,31.626513,31.49176,31.3,40.523768,30.9,41.97939
56.5,33.588167,33.684389,33.669735,33.778472,33.707898,33.705254,33.692662,33.711358,31.768289,31.666885,31.714078,31.673237,31.544718,31.3,41.784808,30.9,42.84187
56.75,33.601682,33.689585,33.675986,33.767047,33.711013,33.674078,33.678114,33.69784,31.914774,31.768814,31.712001,31.791603,31.69321,31.2,43.028652,30.9,42.94968
57,33.609999,33.684389,33.664525,33.753545,33.71309,33.677196,33.722799,33.713437,31.896074,31.798977,31.742112,31.780182,31.734746,31.2,41.309052,30.8,41.54815
57.25,33.613118,33.669842,33.6614,33.747314,33.711013,33.688627,33.692662,33.708238,31.884646,31.804178,31.692273,31.805101,31.718131,31.2,41.309052,30.8,42.30282
57.5,33.596484,33.672959,33.647855,33.753545,33.707898,33.680314,33.700976,33.703039,31.859712,31.793777,31.717192,31.786412,31.701517,31.2,41.882252,30.9,42.51844
57.75,33.604801,33.667764,33.65619,33.730696,33.71309,33.672,33.694741,33.703039,31.854518,31.755293,31.722384,31.771875,31.684902,31.2,42.226172,30.9,43.27311
58,33.599603,33.664647,33.6614,33.753545,33.716205,33.668882,33.697858,33.727995,31.892957,31.793777,31.747303,31.79991,31.729554,31.2,42.111532,30.9,41.33253
58.25,33.571534,33.669842,33.63952,33.747314,33.694398,33.665765,33.686427,33.69992,31.914774,31.82394,31.767031,31.843518,31.748245,31.2,40.621212,30.9,41.65596
58.5,33.530989,33.615809,33.603053,33.701615,33.651824,33.630432,33.660447,33.64793,31.863868,31.792737,31.734844,31.811331,31.730592,31.2,41.538332,30.8,42.94968
58.75,33.459257,33.549307,33.55721,33.664226,33.624826,33.591982,33.637585,33.661447,31.827507,31.748012,31.709924,31.763569,31.686979,31.2,42.799372,30.8,43.81216
59,33.462376,33.540994,33.543665,33.639299,33.618595,33.575354,33.626154,33.634413,31.810884,31.72097,31.685005,31.731382,31.634021,31.2,41.996892,30.8,41.87158
59.25,33.440544,33.552424,33.546791,33.650724,33.630018,33.600295,33.624075,33.576184,31.79634,31.679366,31.661124,31.711654,31.623637,31.2,41.079772,30.8,41.44034
59.5,33.462376,33.552424,33.543665,33.637222,33.610288,33.603413,33.624075,33.636492,31.769328,31.671045,31.654894,31.664931,31.590408,31.2,41.652972,30.8,43.27311
59.75,33.457178,33.540994,33.540539,33.639299,33.605096,33.597178,33.61784,33.659368,31.761017,31.659604,31.63309,31.651433,31.562371,31.2,42.684732,30.8,42.73406
60,33.457178,33.538915,33.55721,33.645531,33.605096,33.567041,33.60433,33.631293,31.7579,31.654403,31.638282,31.659739,31.582101,31.2,41.309052,30.8,40.68567
60.25,33.459257,33.582558,33.53012,33.65384,33.605096,33.58159,33.620958,33.626094,31.749589,31.629441,31.641397,31.620284,31.554064,31.2,39.704092,30.8,40.68567
60.5,33.45094,33.549307,33.51345,33.642415,33.601981,33.58159,33.592899,33.620895,31.722578,31.62112,31.599865,31.63482,31.53745,31.2,41.309052,30.9,43.70435
60.75,33.472772,33.547228,33.521785,33.63099,33.599904,33.573276,33.596017,33.59594,31.741278,31.632561,31.605056,31.643126,31.559256,31.2,44.289692,30.9,45.53712
61,33.454059,33.532681,33.518659,33.622682,33.613403,33.575354,33.601213,33.620895,31.724655,31.659604,31.629975,31.675314,31.562371,31.2,44.748252,30.9,44.13559
61.25,33.464455,33.540994,33.526994,33.620604,33.588482,33.558727,33.568998,33.579303,31.774523,31.642962,31.624784,31.656624,31.559256,31.2,42.340812,30.9,41.33253
61.5,33.45094,33.544111,33.543665,33.637222,33.593674,33.545218,33.60433,33.584502,31.755822,31.646083,31.629975,31.636896,31.557179,31.2,39.818732,30.9,40.36224
61.75,33.454059,33.538915,33.540539,33.622682,33.591597,33.520277,33.592899,33.59594,31.705955,31.61592,31.613362,31.636896,31.540565,31.2,39.933372,30.9,41.11691
62,33.45094,33.547228,33.53012,33.628913,33.574982,33.603413,33.609526,33.604258,31.744395,31.649203,31.611286,31.640011,31.532258,31.2,40.735852,30.9,41.33253
62.25,33.448861,33.530603,33.515534,33.612296,33.566675,33.567041,33.609526,33.59802,31.724655,31.62112,31.599865,31.631705,31.52395,31.2,41.194412,30.9,43.48873
62.5,33.454059,33.530603,33.523869,33.614373,33.596789,33.553531,33.577311,33.587622,31.689333,31.62112,31.599865,31.643126,31.535373,31.2,43.257932,30.9,44.02778
62.75,33.454059,33.538915,33.51345,33.606064,33.585366,33.5421,33.590821,33.584502,31.730889,31.632561,31.591558,31.631705,31.540565,31.2,43.716492,30.9,43.59654
63,33.472772,33.549307,33.515534,33.60918,33.633133,33.556649,33.587703,33.584502,31.749589,31.649203,31.608171,31.667007,31.592485,31.2,42.455452,30.9,42.19501
63.25,33.459257,33.527485,33.515534,33.612296,33.544869,33.553531,33.56588,33.579303,31.736083,31.640882,31.619592,31.678428,31.587293,31.2,41.079772,30.9,40.57786
63.5,33.467574,33.555541,33.515534,33.617489,33.558368,33.550414,33.574194,33.570985,31.7392,31.632561,31.583252,31.670122,31.584178,31.2,39.589452,30.9,40.25443
63.75,33.448861,33.527485,33.523869,33.620604,33.571867,33.548335,33.574194,33.559547,31.7579,31.673125,31.621669,31.653509,31.612214,31.2,40.162652,30.9,41.87158
64,33.472772,33.535798,33.507198,33.548941,33.571867,33.545218,33.56588,33.573064,31.782834,31.676245,31.638282,31.698156,31.600792,31.2,42.684732,30.9,44.45902
64.25,33.459257,33.544111,33.518659,33.677727,33.56356,33.5421,33.571076,33.567865,31.779717,31.676245,31.646588,31.686735,31.628829,31.2,43.601852,30.9,43.05749
64.5,33.459257,33.547228,33.515534,33.57906,33.56979,33.533786,33.577311,33.579303,31.782834,31.698088,31.652818,31.68985,31.628829,31.2,41.538332,30.9,41.87158
64.75,33.454059,33.52229,33.505115,33.587369,33.578098,33.545218,33.571076,33.534592,31.769328,31.673125,31.599865,31.667007,31.603907,31.2,41.767612,30.9,43.27311
65,33.440544,33.532681,33.518659,33.617489,33.561483,33.52859,33.562762,33.562666,31.761017,31.662724,31.63309,31.675314,31.587293,31.2,43.143292,30.9,43.05749
65.25,33.440544,33.532681,33.496779,33.592562,33.571867,33.550414,33.56588,33.548109,31.763095,31.701208,31.63309,31.703348,31.620522,31.2,41.996892,30.9,42.30282
65.5,33.42599,33.527485,33.455103,33.595678,33.574982,33.533786,33.571076,33.54291,31.769328,31.673125,31.644511,31.691926,31.612214,31.2,40.850492,30.9,40.79348
65.75,33.434306,33.513977,33.518659,33.60918,33.561483,33.517159,33.582507,33.54603,31.777639,31.696007,31.649703,31.714769,31.623637,31.2,40.621212,30.9,41.76377
66,33.442623,33.494234,33.492612,33.588408,33.56979,33.509885,33.557566,33.537711,31.773484,31.683526,31.665277,31.716846,31.630906,31.2,41.652972,30.9,43.38092
66.25,33.459257,33.494234,33.498863,33.589446,33.561483,33.531708,33.560684,33.526273,31.777639,31.679366,31.644511,31.706463,31.620522,31.2,42.684732,30.9,43.05749
66.5,33.470692,33.492156,33.498863,33.597755,33.56356,33.50365,33.562762,33.529393,31.761017,31.664804,31.613362,31.68985,31.600792,31.2,41.882252,30.8,42.0872
66.75,33.409356,33.492156,33.462397,33.555173,33.533446,33.517159,33.544057,33.524194,31.743356,31.630481,31.595711,31.653509,31.562371,31.2,41.996892,30.8,42.62625
67,33.355297,33.446436,33.435307,33.517783,33.476334,33.468317,33.519116,33.506517,31.71115,31.637762,31.591558,31.644165,31.557179,31.2,41.652972,30.8,42.30282
67.25,33.350099,33.449553,33.418637,33.511551,33.481526,33.473513,33.480666,33.49196,31.700761,31.640882,31.606094,31.644165,31.545757,31.2,42.340812,30.8,43.48873
67.5,33.313713,33.432927,33.389464,33.514667,33.477373,33.468317,33.502489,33.481562,31.726733,31.626321,31.608171,31.652471,31.577947,31.2,42.799372,30.8,42.62625
67.75,33.278366,33.393441,33.388422,33.483509,33.458682,33.446494,33.488979,33.474283,31.710111,31.628401,31.604018,31.636896,31.574832,31.2,41.194412,30.8,40.79348
68,33.316832,33.40695,33.393631,33.477278,33.477373,33.446494,33.492097,33.465965,31.723617,31.633601,31.577022,31.668045,31.528104,31.2,40.048012,30.8,41.0091
68.25,33.311634,33.404872,33.385296,33.477278,33.460758,33.45169,33.485862,33.452448,31.731928,31.663764,31.620631,31.698156,31.604946,31.2,41.309052,30.8,42.73406
68.5,33.352178,33.422536,33.398841,33.501165,33.468027,33.454807,33.494175,33.486761,31.7392,31.662724,31.614401,31.665969,31.598715,31.2,42.455452,30.8,43.38092
68.75,33.308515,33.410067,33.388422,33.463776,33.466989,33.416357,33.472352,33.469084,31.704916,31.661684,31.607133,31.661816,31.599754,31.2,43.143292,30.8,43.38092
69,33.32203,33.422536,33.384254,33.494934,33.444144,33.460003,33.488979,33.445169,31.723617,31.640882,31.599865,31.630667,31.608061,31.2,42.914012,30.8,44.13559
69.25,33.316832,33.401754,33.380087,33.447158,33.452451,33.426749,33.450529,33.452448,31.682061,31.645042,31.598826,31.651433,31.580024,31.2,44.060412,30.8,43.70435
69.5,33.308515,33.401754,33.376961,33.483509,33.444144,33.43818,33.47547,33.43893,31.7018,31.62008,31.585328,31.626513,31.619483,31.2,42.111532,30.8,41.54815
69.75,33.303317,33.388246,33.368626,33.468969,33.450374,33.418435,33.455725,33.444129,31.682061,31.595118,31.579099,31.63482,31.553026,31.2,39.818732,30.8,39.71538
70,33.325148,33.422536,33.389464,33.484548,33.480488,33.432984,33.483783,33.434771,31.676866,31.62112,31.572869,31.624437,31.54991,31.1,38.655136,30.8,40.03881
70.25,33.316832,33.415263,33.38217,33.46066,33.450374,33.404926,33.455725,33.43893,31.690372,31.606559,31.582213,31.606786,31.54991,31.1,40.604016,30.8,43.48873
70.5,33.298119,33.393441,33.371751,33.46066,33.42753,33.413239,33.467156,33.44101,31.666477,31.600318,31.565601,31.640011,31.54991,31.2,44.289692,30.8,44.78245
70.75,33.311634,33.396559,33.368626,33.455467,33.422338,33.418435,33.458842,33.430612,31.682061,31.600318,31.579099,31.62859,31.539526,31.2,42.799372,30.8,42.30282
71,33.316832,33.435005,33.363416,33.455467,33.419222,33.413239,33.464038,33.430612,31.666477,31.575356,31.577022,31.603671,31.531219,31.2,40.621212,30.8,41.22472
71.25,33.275248,33.382011,33.355081,33.455467,33.422338,33.39973,33.442215,33.413975,31.682061,31.575356,31.568716,31.626513,31.536411,31.2,40.735852,30.8,41.22472
71.5,33.303317,33.396559,33.3655,33.441965,33.452451,33.410122,33.450529,33.427492,31.666477,31.613839,31.570792,31.640011,31.553026,31.2,40.621212,30.8,41.76377
71.75,33.289802,33.376816,33.34883,33.441965,33.422338,33.408043,33.452607,33.432691,31.676866,31.595118,31.595711,31.640011,31.572755,31.2,41.079772,30.8,42.51844
72,33.305396,33.398637,33.36029,33.447158,33.422338,33.385181,33.450529,33.419174,31.685177,31.628401,31.585328,31.626513,31.519797,31.2,43.028652,30.8,44.02778
72.25,33.303317,33.385129,33.351955,33.441965,33.41403,33.39973,33.439098,33.402537,31.676866,31.548313,31.582213,31.661816,31.553026,31.2,44.175052,30.8,44.02778
72.5,33.305396,33.382011,33.340494,33.430541,33.394301,33.396612,33.447411,33.410856,31.668555,31.630481,31.610248,31.618207,31.544718,31.2,42.340812,30.8,41.76377
72.75,33.313713,33.396559,33.357165,33.438849,33.410915,33.379985,33.444294,33.407736,31.658166,31.611759,31.554179,31.620284,31.531219,31.2,40.506572,30.8,41.11691
73,33.300198,33.373699,33.335285,33.441965,33.417146,33.385181,33.43598,33.405657,31.682061,31.586797,31.527184,31.588096,31.51149,31.2,40.735852,30.8,42.0872
73.25,33.295,33.368503,33.355081,33.430541,33.402608,33.385181,33.430784,33.344308,31.633232,31.553514,31.532375,31.57356,31.500067,31.2,42.455452,30.8,43.27311
73.5,33.291881,33.363308,33.338411,33.419116,33.408838,33.376867,33.430784,33.391099,31.633232,31.586797,31.545873,31.563177,31.519797,31.2,41.996892,30.8,42.51844
73.75,33.295,33.376816,33.346746,33.447158,33.405723,33.374789,33.428706,33.394219,31.668555,31.603438,31.565601,31.611977,31.556141,31.2,42.111532,30.8,42.41063
74,33.298119,33.368503,33.323824,33.430541,33.402608,33.391416,33.464038,33.397338,31.660244,31.608639,31.562486,31.636896,31.54991,31.2,41.882252,30.8,43.27311
74.25,33.278366,33.373699,33.332159,33.435734,33.425453,33.363358,33.428706,33.377582,31.671672,31.595118,31.562486,31.606786,31.564448,31.2,43.601852,30.8,44.45902
74.5,33.289802,33.365386,33.338411,33.441965,33.422338,33.388298,33.442215,33.374463,31.66336,31.591997,31.570792,31.62859,31.539526,31.2,43.945772,30.8,44.02778
74.75,33.289802,33.379933,33.346746,33.425348,33.380802,33.379985,33.430784,33.374463,31.651932,31.62008,31.565601,31.618207,31.561333,31.2,42.684732,30.8,42.51844
75,33.305396,33.393441,33.351955,33.425348,33.400531,33.368554,33.42247,33.372383,31.649855,31.591997,31.562486,31.588096,31.539526,31.2,41.538332,30.8,41.11691
75.25,33.298119,33.354995,33.373835,33.413923,33.394301,33.368554,33.477548,33.369264,31.666477,31.62008,31.587405,31.609901,31.558218,31.2,39.360172,30.8,39.82319
75.5,33.300198,33.354995,33.32174,33.40873,33.392224,33.385181,33.417274,33.33599,31.690372,31.628401,31.595711,31.659739,31.580024,31.2,40.506572,30.8,42.19501
75.75,33.298119,33.382011,33.340494,33.413923,33.392224,33.383102,33.405843,33.367184,31.693488,31.638802,31.607133,31.640011,31.580024,31.2,43.143292,30.8,43.05749
76,33.273168,33.379933,33.318614,33.410807,33.387032,33.363358,33.417274,33.372383,31.66336,31.633601,31.554179,31.618207,31.566525,31.2,42.111532,30.8,42.0872
76.25,33.281485,33.368503,33.34362,33.413923,33.378725,33.374789,33.403765,33.380701,31.690372,31.611759,31.582213,31.651433,31.558218,31.2,40.965132,30.8,41.54815
76.5,33.283564,33.373699,33.340494,33.417039,33.37561,33.32179,33.400647,33.374463,31.671672,31.628401,31.560409,31.63482,31.574832,31.1,41.406496,30.8,42.94968
76.75,33.275248,33.361229,33.327992,33.431579,33.383917,33.355044,33.405843,33.33495,31.671672,31.626321,31.572869,31.665969,31.566525,31.2,43.831132,30.8,43.91997
77,33.281485,33.365386,33.32174,33.40873,33.380802,33.344652,33.39753,33.355746,31.7018,31.628401,31.587405,31.678428,31.591446,31.2,43.028652,30.8,42.84187
77.25,33.325148,33.393441,33.340494,33.429502,33.38807,33.352966,33.376746,33.358866,31.685177,31.606559,31.582213,31.640011,31.573794,31.2,41.767612,30.8,42.41063
77.5,33.311634,33.379933,33.339452,33.422232,33.390147,33.368554,33.403765,33.339109,31.685177,31.661684,31.607133,31.656624,31.585216,31.2,41.538332,30.8,41.97939
77.75,33.318911,33.382011,33.34883,33.409769,33.398454,33.32179,33.391294,33.350547,31.7018,31.631521,31.59052,31.646241,31.587293,31.2,41.309052,30.8,42.62625
78,33.32203,33.394481,33.366542,33.409769,33.372494,33.333221,33.393373,33.321433,31.683099,31.62008,31.563524,31.630667,31.558218,31.2,42.340812,30.8,42.51844
78.25,33.330346,33.391363,33.364458,33.406653,33.372494,33.341534,33.385059,33.340149,31.676866,31.62008,31.557294,31.605747,31.550949,31.1,41.291856,30.8,41.33253
78.5,33.325148,33.420458,33.332159,33.418077,33.393262,33.338417,33.395451,33.327672,31.651932,31.578476,31.533413,31.593288,31.521874,31.1,41.521136,30.8,42.73406
78.75,33.308515,33.359151,33.281106,33.40146,33.372494,33.328025,33.379863,33.316234,31.638427,31.559754,31.510571,31.575637,31.501106,31.1,42.323616,30.8,43.38092
79,33.327228,33.39552,33.34362,33.366147,33.368341,33.316594,33.375706,33.305836,31.666477,31.581596,31.546911,31.621322,31.521874,31.2,42.799372,30.8,42.51844
79.25,33.286683,33.36019,33.310279,33.432618,33.32992,33.30828,33.352844,33.284,31.613493,31.576396,31.53549,31.574598,31.510451,31.1,41.521136,30.8,42.0872
79.5,33.226386,33.315509,33.243598,33.344337,33.307075,33.286457,33.33206,33.249687,31.630116,31.552474,31.504341,31.578752,31.506298,31.2,41.767612,30.8,42.41063
